Type,adjusted_time_hours,Price
ask,924.0,120.88199544188402
ask,925.0,121.55555555555556
ask,926.0,121.67772511848341
ask,927.0,121.60701152243197
ask,928.0,121.36145806780524
ask,929.0,121.67617408409147
ask,930.0,121.70246238030096
ask,931.0,118.89539322982948
ask,932.0,120.83999060150376
ask,933.0,119.95757436015678
ask,934.0,119.32140350877194
ask,935.0,119.6871591472484
ask,936.0,118.70372208436724
ask,937.0,120.2782874617737
ask,938.0,120.03430656934306
ask,939.0,120.64535731648031
ask,940.0,119.26543522267207
ask,941.0,119.91085549964055
ask,942.0,117.8521498617048
ask,943.0,117.93233434792789
ask,944.0,118.49182389937107
ask,945.0,119.57745779543198
ask,946.0,118.9616214919645
ask,947.0,119.35878962536023
ask,948.0,117.83690476190476
ask,949.0,117.3249279538905
ask,950.0,117.25709351097952
ask,951.0,117.21407260069617
ask,952.0,117.1256880733945
ask,953.0,116.99275724275724
ask,954.0,116.93214019388516
ask,955.0,117.45928500496524
ask,956.0,117.14945919370697
ask,957.0,117.47195453422287
ask,958.0,117.01822541966426
ask,959.0,116.3251256281407
ask,960.0,116.49502306385045
ask,961.0,115.73134328358209
ask,962.0,116.55357584756248
ask,963.0,117.66195856873823
ask,964.0,118.52894675656825
ask,965.0,116.60198163363944
ask,966.0,118.33770161290323
ask,967.0,119.03733459357278
ask,968.0,117.00991267406184
ask,969.0,118.62763915547025
ask,970.0,117.86710881847212
ask,971.0,118.82037343417632
ask,972.0,116.19507530480516
ask,973.0,117.0746745271432
ask,974.0,116.17363721804512
ask,975.0,116.5672888015717
ask,976.0,116.80545229244115
ask,977.0,115.91194523135033
ask,978.0,115.86134663341646
ask,979.0,116.75819032761311
ask,980.0,116.48442740776234
ask,981.0,115.91165908546805
ask,982.0,115.24466636404902
ask,983.0,115.04780777805301
ask,984.0,115.87573673870334
ask,985.0,114.917055469155
ask,986.0,113.70070921985815
ask,987.0,113.7629268292683
ask,988.0,115.20254957507082
ask,989.0,115.37276245766812
ask,990.0,115.58071135430916
ask,991.0,115.47814685314685
ask,992.0,115.913924654268
ask,993.0,117.23532048408785
ask,994.0,115.78582502768549
ask,995.0,116.15155585404074
ask,996.0,115.65106281347026
ask,997.0,115.81658404686796
ask,998.0,115.03380741431569
ask,999.0,115.89332431213352
ask,1000.0,115.85869319466426
ask,1001.0,113.19706601466993
ask,1002.0,115.31928294573643
ask,1003.0,113.14808085396321
ask,1004.0,116.09256274464656
ask,1005.0,114.1816863976806
ask,1006.0,116.21150144369587
ask,1007.0,115.91359964093357
ask,1008.0,114.37445339470656
ask,1009.0,114.76603955619875
ask,1010.0,114.94710442316462
ask,1011.0,114.83135059482156
ask,1012.0,113.1936749203236
ask,1013.0,114.0146212847555
ask,1014.0,115.77869385983945
ask,1015.0,114.7283276450512
ask,1016.0,114.0948172916169
ask,1017.0,114.13196069255966
ask,1018.0,114.41800720288116
ask,1019.0,113.70238360436623
ask,1020.0,115.51080078551168
ask,1021.0,112.2804054054054
ask,1022.0,114.69022666341701
ask,1023.0,113.88536409516944
ask,1024.0,115.68740245261985
ask,1025.0,113.58633598502574
ask,1026.0,115.69903614457832
ask,1027.0,115.38475581926062
ask,1028.0,114.12218268090155
ask,1029.0,115.59930232558139
ask,1030.0,115.22244640605297
ask,1031.0,114.22345708205249
ask,1032.0,115.02929493545184
ask,1033.0,115.79409647228222
ask,1034.0,113.67416267942583
ask,1035.0,115.42577030812325
ask,1036.0,115.16425120772946
ask,1037.0,113.54582050674875
ask,1038.0,113.0200337919382
ask,1039.0,115.17599631421332
ask,1040.0,114.44235676177222
ask,1041.0,112.85606949988261
ask,1042.0,115.28729963008631
ask,1043.0,115.06058301647656
ask,1044.0,113.32485136741974
ask,1045.0,115.31176470588235
ask,1046.0,113.4435946462715
ask,1047.0,113.70079476390836
ask,1048.0,113.90575370997136
ask,1049.0,114.93844079982027
ask,1050.0,114.08295589988082
ask,1051.0,112.77656104380242
ask,1052.0,114.17139423076924
ask,1053.0,114.1984572230014
ask,1054.0,114.16101099929791
ask,1055.0,113.75357056402808
ask,1056.0,116.06909258406264
ask,1057.0,115.22463945245661
ask,1058.0,115.22623992181774
ask,1059.0,115.32449554199906
ask,1060.0,113.81466577241225
ask,1061.0,114.35305164319249
ask,1062.0,114.18094782192436
