,Time,Type,Price,Volume
0,1.364,bid,1,2
1,2.294,bid,1,2
2,2.294,ask,800,3
3,2.914,bid,1,2
4,2.914,ask,388,3
5,2.914,ask,800,3
6,3.193,bid,1,2
7,3.193,ask,387,3
8,3.193,ask,388,3
9,3.255,bid,2,2
10,3.255,ask,387,3
11,3.255,ask,388,3
12,3.441,bid,3,2
13,3.441,ask,387,3
14,3.441,ask,388,3
15,3.565,bid,336,3
16,3.565,bid,3,2
17,3.565,ask,387,3
18,3.565,ask,388,3
19,3.689,bid,336,3
20,3.689,bid,3,2
21,3.689,ask,386,3
22,3.689,ask,388,3
23,4.216,bid,336,3
24,4.216,bid,333,2
25,4.216,ask,386,3
26,4.216,ask,388,3
27,4.96,bid,336,3
28,4.96,bid,333,2
29,4.96,bid,167,10
30,4.96,ask,386,3
31,4.96,ask,388,3
32,5.456,bid,336,3
33,5.456,bid,333,2
34,5.456,bid,306,10
35,5.456,ask,386,3
36,5.456,ask,388,3
37,5.518,bid,336,3
38,5.518,bid,333,2
39,5.518,bid,306,10
40,5.518,ask,386,3
41,5.518,ask,388,3
42,5.518,ask,421,2
43,5.797,bid,336,3
44,5.797,bid,333,2
45,5.797,bid,306,10
46,5.797,ask,385,3
47,5.797,ask,388,3
48,5.797,ask,421,2
49,6.293,bid,336,3
50,6.293,bid,333,2
51,6.293,bid,306,10
52,6.293,bid,293,1
53,6.293,ask,385,3
54,6.293,ask,388,3
55,6.293,ask,421,2
56,6.355,bid,336,3
57,6.355,bid,333,2
58,6.355,bid,293,1
59,6.355,bid,202,10
60,6.355,ask,385,3
61,6.355,ask,388,3
62,6.355,ask,421,2
63,6.386,bid,336,14
64,6.386,bid,333,2
65,6.386,bid,293,1
66,6.386,bid,202,10
67,6.386,ask,385,3
68,6.386,ask,388,3
69,6.386,ask,421,2
70,6.448,bid,336,9
71,6.448,bid,333,2
72,6.448,bid,293,1
73,6.448,bid,202,10
74,6.448,ask,385,3
75,6.448,ask,388,3
76,6.448,ask,421,2
77,6.603,bid,336,9
78,6.603,bid,333,2
79,6.603,bid,293,1
80,6.603,bid,202,10
81,6.603,ask,385,3
82,6.603,ask,388,3
83,6.603,ask,410,2
84,6.727,bid,336,9
85,6.727,bid,333,2
86,6.727,bid,293,1
87,6.727,bid,202,10
88,6.727,ask,366,3
89,6.727,ask,385,3
90,6.727,ask,410,2
91,7.347,bid,336,9
92,7.347,bid,333,2
93,7.347,bid,293,1
94,7.347,bid,202,10
95,7.347,ask,366,3
96,7.347,ask,385,3
97,7.347,ask,399,2
98,7.905,bid,337,4
99,7.905,bid,336,9
100,7.905,bid,333,2
101,7.905,bid,293,1
102,7.905,bid,202,10
103,7.905,ask,366,3
104,7.905,ask,385,3
105,7.905,ask,399,2
106,7.998,bid,337,4
107,7.998,bid,336,9
108,7.998,bid,333,2
109,7.998,bid,332,14
110,7.998,bid,293,1
111,7.998,bid,202,10
112,7.998,ask,366,3
113,7.998,ask,385,3
114,7.998,ask,399,2
115,8.68,bid,337,4
116,8.68,bid,336,9
117,8.68,bid,333,2
118,8.68,bid,332,14
119,8.68,bid,314,10
120,8.68,bid,293,1
121,8.68,ask,366,3
122,8.68,ask,385,3
123,8.68,ask,399,2
124,8.835,bid,337,4
125,8.835,bid,336,9
126,8.835,bid,333,2
127,8.835,bid,332,14
128,8.835,bid,314,10
129,8.835,bid,293,1
130,8.835,bid,216,1
131,8.835,ask,366,3
132,8.835,ask,385,3
133,8.835,ask,399,2
134,8.99,bid,337,4
135,8.99,bid,336,9
136,8.99,bid,333,2
137,8.99,bid,332,14
138,8.99,bid,314,10
139,8.99,bid,305,1
140,8.99,bid,216,1
141,8.99,ask,366,3
142,8.99,ask,385,3
143,8.99,ask,399,2
144,9.114,bid,337,4
145,9.114,bid,336,9
146,9.114,bid,333,2
147,9.114,bid,332,14
148,9.114,bid,305,1
149,9.114,bid,216,1
150,9.114,bid,145,10
151,9.114,ask,366,3
152,9.114,ask,385,3
153,9.114,ask,399,2
154,9.703,bid,337,4
155,9.703,bid,336,9
156,9.703,bid,333,2
157,9.703,bid,332,14
158,9.703,bid,305,1
159,9.703,bid,294,10
160,9.703,bid,216,1
161,9.703,ask,366,3
162,9.703,ask,385,3
163,9.703,ask,399,2
164,9.796,bid,337,4
165,9.796,bid,336,9
166,9.796,bid,333,2
167,9.796,bid,332,14
168,9.796,bid,305,1
169,9.796,bid,294,10
170,9.796,bid,165,1
171,9.796,ask,366,3
172,9.796,ask,385,3
173,9.796,ask,399,2
174,9.827,bid,337,4
175,9.827,bid,336,9
176,9.827,bid,333,2
177,9.827,bid,332,14
178,9.827,bid,305,1
179,9.827,bid,280,10
180,9.827,bid,165,1
181,9.827,ask,366,3
182,9.827,ask,385,3
183,9.827,ask,399,2
184,10.23,bid,337,4
185,10.23,bid,336,9
186,10.23,bid,333,2
187,10.23,bid,332,14
188,10.23,bid,305,1
189,10.23,bid,299,10
190,10.23,bid,280,10
191,10.23,bid,165,1
192,10.23,ask,366,3
193,10.23,ask,385,3
194,10.23,ask,399,2
195,10.261,bid,337,4
196,10.261,bid,336,9
197,10.261,bid,333,2
198,10.261,bid,332,14
199,10.261,bid,305,1
200,10.261,bid,299,10
201,10.261,bid,280,10
202,10.261,bid,165,1
203,10.261,ask,363,4
204,10.261,ask,366,3
205,10.261,ask,385,3
206,10.261,ask,399,2
207,10.602,bid,337,4
208,10.602,bid,336,9
209,10.602,bid,333,2
210,10.602,bid,332,14
211,10.602,bid,305,1
212,10.602,bid,299,10
213,10.602,bid,280,10
214,10.602,bid,165,1
215,10.602,ask,357,3
216,10.602,ask,363,4
217,10.602,ask,385,3
218,10.602,ask,399,2
219,10.633,bid,337,4
220,10.633,bid,336,9
221,10.633,bid,333,2
222,10.633,bid,332,14
223,10.633,bid,305,1
224,10.633,bid,299,10
225,10.633,bid,280,10
226,10.633,bid,165,1
227,10.633,ask,357,3
228,10.633,ask,364,4
229,10.633,ask,385,3
230,10.633,ask,399,2
231,10.695,bid,337,4
232,10.695,bid,336,9
233,10.695,bid,333,2
234,10.695,bid,332,14
235,10.695,bid,305,1
236,10.695,bid,299,10
237,10.695,bid,280,10
238,10.695,bid,255,1
239,10.695,ask,357,3
240,10.695,ask,364,4
241,10.695,ask,385,3
242,10.695,ask,399,2
243,10.788,bid,337,4
244,10.788,bid,336,9
245,10.788,bid,333,2
246,10.788,bid,332,14
247,10.788,bid,305,1
248,10.788,bid,299,10
249,10.788,bid,280,10
250,10.788,bid,255,1
251,10.788,ask,357,3
252,10.788,ask,364,4
253,10.788,ask,384,2
254,10.788,ask,385,3
255,10.85,bid,337,4
256,10.85,bid,336,9
257,10.85,bid,333,2
258,10.85,bid,332,14
259,10.85,bid,305,1
260,10.85,bid,299,10
261,10.85,bid,280,10
262,10.85,bid,255,1
263,10.85,ask,356,3
264,10.85,ask,357,3
265,10.85,ask,364,4
266,10.85,ask,384,2
267,10.974,bid,337,4
268,10.974,bid,336,9
269,10.974,bid,333,2
270,10.974,bid,332,14
271,10.974,bid,305,1
272,10.974,bid,299,10
273,10.974,bid,280,10
274,10.974,bid,255,1
275,10.974,ask,355,3
276,10.974,ask,357,3
277,10.974,ask,364,4
278,10.974,ask,384,2
279,11.005,bid,337,4
280,11.005,bid,336,9
281,11.005,bid,333,2
282,11.005,bid,332,14
283,11.005,bid,305,1
284,11.005,bid,299,10
285,11.005,bid,280,10
286,11.005,bid,255,1
287,11.005,ask,355,3
288,11.005,ask,357,3
289,11.005,ask,364,4
290,11.005,ask,376,2
291,11.067,bid,337,4
292,11.067,bid,336,9
293,11.067,bid,333,2
294,11.067,bid,332,14
295,11.067,bid,305,1
296,11.067,bid,299,10
297,11.067,bid,280,10
298,11.067,bid,255,1
299,11.067,bid,83,3
300,11.067,ask,355,3
301,11.067,ask,357,3
302,11.067,ask,364,4
303,11.067,ask,376,2
304,11.501,bid,337,4
305,11.501,bid,336,9
306,11.501,bid,333,2
307,11.501,bid,332,14
308,11.501,bid,305,1
309,11.501,bid,299,10
310,11.501,bid,280,10
311,11.501,bid,255,1
312,11.501,bid,83,3
313,11.501,ask,355,6
314,11.501,ask,364,4
315,11.501,ask,376,2
316,11.749,bid,337,2
317,11.749,bid,336,9
318,11.749,bid,333,2
319,11.749,bid,332,14
320,11.749,bid,305,1
321,11.749,bid,299,10
322,11.749,bid,280,10
323,11.749,bid,255,1
324,11.749,bid,83,3
325,11.749,ask,355,6
326,11.749,ask,364,4
327,11.749,ask,376,2
328,11.966,bid,337,2
329,11.966,bid,336,9
330,11.966,bid,333,2
331,11.966,bid,332,14
332,11.966,bid,305,1
333,11.966,bid,299,10
334,11.966,bid,280,10
335,11.966,bid,255,1
336,11.966,bid,83,3
337,11.966,ask,354,3
338,11.966,ask,355,3
339,11.966,ask,364,4
340,11.966,ask,376,2
341,12.183,bid,337,2
342,12.183,bid,336,9
343,12.183,bid,333,2
344,12.183,bid,332,14
345,12.183,bid,305,1
346,12.183,bid,299,10
347,12.183,bid,280,10
348,12.183,bid,255,1
349,12.183,bid,83,3
350,12.183,ask,354,3
351,12.183,ask,355,3
352,12.183,ask,364,4
353,12.183,ask,369,2
354,12.276,bid,337,2
355,12.276,bid,336,9
356,12.276,bid,333,2
357,12.276,bid,332,14
358,12.276,bid,305,1
359,12.276,bid,299,10
360,12.276,bid,280,10
361,12.276,bid,255,1
362,12.276,bid,83,3
363,12.276,ask,354,3
364,12.276,ask,358,3
365,12.276,ask,364,4
366,12.276,ask,369,2
367,12.493,bid,337,2
368,12.493,bid,336,9
369,12.493,bid,333,2
370,12.493,bid,332,14
371,12.493,bid,305,1
372,12.493,bid,299,10
373,12.493,bid,280,10
374,12.493,bid,255,1
375,12.493,bid,83,3
376,12.493,ask,353,3
377,12.493,ask,358,3
378,12.493,ask,364,4
379,12.493,ask,369,2
380,12.555,bid,337,2
381,12.555,bid,336,9
382,12.555,bid,333,2
383,12.555,bid,332,14
384,12.555,bid,305,1
385,12.555,bid,299,10
386,12.555,bid,280,10
387,12.555,bid,255,1
388,12.555,bid,83,3
389,12.555,ask,353,3
390,12.555,ask,358,3
391,12.555,ask,364,6
392,12.741,bid,337,2
393,12.741,bid,336,9
394,12.741,bid,333,2
395,12.741,bid,332,14
396,12.741,bid,305,1
397,12.741,bid,299,10
398,12.741,bid,280,10
399,12.741,bid,255,1
400,12.741,bid,83,3
401,12.741,ask,352,3
402,12.741,ask,358,3
403,12.741,ask,364,6
404,12.834,bid,337,2
405,12.834,bid,336,9
406,12.834,bid,333,2
407,12.834,bid,332,14
408,12.834,bid,305,1
409,12.834,bid,299,10
410,12.834,bid,280,10
411,12.834,bid,255,1
412,12.834,bid,83,3
413,12.834,ask,352,3
414,12.834,ask,358,3
415,12.834,ask,362,2
416,12.834,ask,364,4
417,12.865,bid,337,2
418,12.865,bid,336,9
419,12.865,bid,333,2
420,12.865,bid,332,14
421,12.865,bid,305,1
422,12.865,bid,299,10
423,12.865,bid,280,10
424,12.865,bid,255,1
425,12.865,bid,83,3
426,12.865,ask,351,3
427,12.865,ask,358,3
428,12.865,ask,362,2
429,12.865,ask,364,4
430,12.896,bid,337,2
431,12.896,bid,336,9
432,12.896,bid,333,2
433,12.896,bid,332,14
434,12.896,bid,305,1
435,12.896,bid,299,10
436,12.896,bid,280,10
437,12.896,bid,255,1
438,12.896,bid,170,2
439,12.896,bid,83,3
440,12.896,ask,351,3
441,12.896,ask,358,3
442,12.896,ask,362,2
443,12.896,ask,364,4
444,12.927,bid,337,2
445,12.927,bid,336,9
446,12.927,bid,333,2
447,12.927,bid,332,14
448,12.927,bid,305,1
449,12.927,bid,299,10
450,12.927,bid,280,10
451,12.927,bid,255,1
452,12.927,bid,181,3
453,12.927,bid,170,2
454,12.927,ask,351,3
455,12.927,ask,358,3
456,12.927,ask,362,2
457,12.927,ask,364,4
458,12.989,bid,337,2
459,12.989,bid,336,9
460,12.989,bid,333,2
461,12.989,bid,332,14
462,12.989,bid,314,3
463,12.989,bid,305,1
464,12.989,bid,299,10
465,12.989,bid,280,10
466,12.989,bid,255,1
467,12.989,bid,170,2
468,12.989,ask,351,3
469,12.989,ask,358,3
470,12.989,ask,362,2
471,12.989,ask,364,4
472,13.02,bid,337,2
473,13.02,bid,336,9
474,13.02,bid,333,2
475,13.02,bid,332,14
476,13.02,bid,314,3
477,13.02,bid,305,1
478,13.02,bid,299,10
479,13.02,bid,280,10
480,13.02,bid,255,1
481,13.02,bid,170,2
482,13.02,ask,351,3
483,13.02,ask,358,3
484,13.02,ask,362,2
485,13.02,ask,364,4
486,13.02,ask,444,5
487,13.082,bid,337,2
488,13.082,bid,336,9
489,13.082,bid,333,2
490,13.082,bid,332,14
491,13.082,bid,314,3
492,13.082,bid,305,1
493,13.082,bid,299,10
494,13.082,bid,280,10
495,13.082,bid,255,1
496,13.082,bid,170,2
497,13.082,ask,350,4
498,13.082,ask,351,3
499,13.082,ask,358,3
500,13.082,ask,362,2
501,13.082,ask,444,5
502,13.144,bid,337,2
503,13.144,bid,336,9
504,13.144,bid,333,2
505,13.144,bid,332,14
506,13.144,bid,305,1
507,13.144,bid,299,10
508,13.144,bid,280,10
509,13.144,bid,263,3
510,13.144,bid,255,1
511,13.144,bid,170,2
512,13.144,ask,350,4
513,13.144,ask,351,3
514,13.144,ask,358,3
515,13.144,ask,362,2
516,13.144,ask,444,5
517,13.268,bid,337,2
518,13.268,bid,336,9
519,13.268,bid,333,2
520,13.268,bid,332,14
521,13.268,bid,305,1
522,13.268,bid,299,10
523,13.268,bid,280,10
524,13.268,bid,263,3
525,13.268,bid,255,1
526,13.268,bid,130,2
527,13.268,ask,350,4
528,13.268,ask,351,3
529,13.268,ask,358,3
530,13.268,ask,362,2
531,13.268,ask,444,5
532,13.299,bid,337,2
533,13.299,bid,336,9
534,13.299,bid,333,2
535,13.299,bid,332,14
536,13.299,bid,305,1
537,13.299,bid,299,10
538,13.299,bid,298,4
539,13.299,bid,280,10
540,13.299,bid,263,3
541,13.299,bid,255,1
542,13.299,bid,130,2
543,13.299,ask,350,4
544,13.299,ask,351,3
545,13.299,ask,358,3
546,13.299,ask,362,2
547,13.299,ask,444,5
548,13.547,bid,337,2
549,13.547,bid,336,9
550,13.547,bid,333,2
551,13.547,bid,332,14
552,13.547,bid,331,2
553,13.547,bid,305,1
554,13.547,bid,299,10
555,13.547,bid,298,4
556,13.547,bid,280,10
557,13.547,bid,263,3
558,13.547,bid,255,1
559,13.547,bid,130,2
560,13.547,ask,350,4
561,13.547,ask,351,3
562,13.547,ask,358,3
563,13.547,ask,362,2
564,13.547,ask,444,5
565,13.609,bid,337,2
566,13.609,bid,336,9
567,13.609,bid,333,2
568,13.609,bid,332,14
569,13.609,bid,331,2
570,13.609,bid,305,1
571,13.609,bid,299,10
572,13.609,bid,298,4
573,13.609,bid,280,10
574,13.609,bid,263,3
575,13.609,bid,255,1
576,13.609,bid,130,2
577,13.609,ask,350,4
578,13.609,ask,351,3
579,13.609,ask,358,3
580,13.609,ask,362,2
581,13.609,ask,584,5
582,13.64,bid,337,2
583,13.64,bid,336,9
584,13.64,bid,333,2
585,13.64,bid,332,14
586,13.64,bid,331,2
587,13.64,bid,305,1
588,13.64,bid,299,10
589,13.64,bid,298,4
590,13.64,bid,280,10
591,13.64,bid,263,3
592,13.64,bid,255,1
593,13.64,bid,39,2
594,13.64,ask,350,4
595,13.64,ask,351,3
596,13.64,ask,358,3
597,13.64,ask,362,2
598,13.64,ask,584,5
599,13.702,bid,337,2
600,13.702,bid,336,9
601,13.702,bid,333,2
602,13.702,bid,332,14
603,13.702,bid,331,2
604,13.702,bid,305,1
605,13.702,bid,299,10
606,13.702,bid,298,4
607,13.702,bid,263,3
608,13.702,bid,255,1
609,13.702,bid,105,10
610,13.702,bid,39,2
611,13.702,ask,350,4
612,13.702,ask,351,3
613,13.702,ask,358,3
614,13.702,ask,362,2
615,13.702,ask,584,5
616,13.826,bid,337,2
617,13.826,bid,336,9
618,13.826,bid,333,2
619,13.826,bid,332,14
620,13.826,bid,331,2
621,13.826,bid,305,1
622,13.826,bid,299,10
623,13.826,bid,298,4
624,13.826,bid,263,3
625,13.826,bid,255,1
626,13.826,bid,192,2
627,13.826,bid,105,10
628,13.826,ask,350,4
629,13.826,ask,351,3
630,13.826,ask,358,3
631,13.826,ask,362,2
632,13.826,ask,584,5
633,13.857,bid,337,2
634,13.857,bid,336,9
635,13.857,bid,333,2
636,13.857,bid,332,14
637,13.857,bid,331,2
638,13.857,bid,330,4
639,13.857,bid,305,1
640,13.857,bid,299,10
641,13.857,bid,298,4
642,13.857,bid,263,3
643,13.857,bid,255,1
644,13.857,bid,192,2
645,13.857,bid,105,10
646,13.857,ask,350,4
647,13.857,ask,351,3
648,13.857,ask,358,3
649,13.857,ask,362,2
650,13.857,ask,584,5
651,13.981,bid,337,2
652,13.981,bid,336,9
653,13.981,bid,333,2
654,13.981,bid,332,14
655,13.981,bid,331,2
656,13.981,bid,330,4
657,13.981,bid,305,1
658,13.981,bid,299,10
659,13.981,bid,298,4
660,13.981,bid,263,3
661,13.981,bid,255,1
662,13.981,bid,192,2
663,13.981,bid,105,10
664,13.981,ask,348,3
665,13.981,ask,350,4
666,13.981,ask,351,3
667,13.981,ask,358,3
668,13.981,ask,362,2
669,13.981,ask,584,5
670,14.105,bid,337,2
671,14.105,bid,336,9
672,14.105,bid,333,2
673,14.105,bid,332,14
674,14.105,bid,331,2
675,14.105,bid,330,4
676,14.105,bid,305,1
677,14.105,bid,299,10
678,14.105,bid,298,4
679,14.105,bid,263,3
680,14.105,bid,255,1
681,14.105,bid,192,2
682,14.105,bid,105,10
683,14.105,ask,350,4
684,14.105,ask,351,3
685,14.105,ask,358,3
686,14.105,ask,362,2
687,14.105,ask,584,5
688,14.105,ask,762,3
689,14.136,bid,337,2
690,14.136,bid,336,9
691,14.136,bid,333,2
692,14.136,bid,332,14
693,14.136,bid,331,2
694,14.136,bid,330,4
695,14.136,bid,324,2
696,14.136,bid,305,1
697,14.136,bid,299,10
698,14.136,bid,298,4
699,14.136,bid,263,3
700,14.136,bid,255,1
701,14.136,bid,105,10
702,14.136,ask,350,4
703,14.136,ask,351,3
704,14.136,ask,358,3
705,14.136,ask,362,2
706,14.136,ask,584,5
707,14.136,ask,762,3
708,14.167,bid,337,2
709,14.167,bid,336,9
710,14.167,bid,333,2
711,14.167,bid,332,14
712,14.167,bid,331,2
713,14.167,bid,330,4
714,14.167,bid,324,2
715,14.167,bid,305,1
716,14.167,bid,299,10
717,14.167,bid,298,4
718,14.167,bid,263,3
719,14.167,bid,172,1
720,14.167,bid,105,10
721,14.167,ask,350,4
722,14.167,ask,351,3
723,14.167,ask,358,3
724,14.167,ask,362,2
725,14.167,ask,584,5
726,14.167,ask,762,3
727,14.198,bid,337,2
728,14.198,bid,336,9
729,14.198,bid,333,2
730,14.198,bid,332,14
731,14.198,bid,331,2
732,14.198,bid,330,4
733,14.198,bid,324,2
734,14.198,bid,305,1
735,14.198,bid,299,10
736,14.198,bid,298,4
737,14.198,bid,263,3
738,14.198,bid,172,1
739,14.198,bid,105,10
740,14.198,ask,350,4
741,14.198,ask,351,3
742,14.198,ask,358,3
743,14.198,ask,360,2
744,14.198,ask,584,5
745,14.198,ask,762,3
746,14.26,bid,337,2
747,14.26,bid,336,9
748,14.26,bid,333,2
749,14.26,bid,332,14
750,14.26,bid,331,2
751,14.26,bid,330,4
752,14.26,bid,324,2
753,14.26,bid,305,1
754,14.26,bid,299,10
755,14.26,bid,298,4
756,14.26,bid,263,3
757,14.26,bid,172,1
758,14.26,bid,17,10
759,14.26,ask,350,4
760,14.26,ask,351,3
761,14.26,ask,358,3
762,14.26,ask,360,2
763,14.26,ask,584,5
764,14.26,ask,762,3
765,14.353,bid,337,2
766,14.353,bid,336,9
767,14.353,bid,333,2
768,14.353,bid,332,14
769,14.353,bid,331,2
770,14.353,bid,330,4
771,14.353,bid,324,2
772,14.353,bid,305,1
773,14.353,bid,299,10
774,14.353,bid,298,4
775,14.353,bid,263,3
776,14.353,bid,172,1
777,14.353,bid,17,10
778,14.353,ask,347,4
779,14.353,ask,351,3
780,14.353,ask,358,3
781,14.353,ask,360,2
782,14.353,ask,584,5
783,14.353,ask,762,3
784,14.539,bid,337,2
785,14.539,bid,336,9
786,14.539,bid,333,2
787,14.539,bid,332,14
788,14.539,bid,331,2
789,14.539,bid,330,4
790,14.539,bid,324,2
791,14.539,bid,305,1
792,14.539,bid,299,10
793,14.539,bid,298,4
794,14.539,bid,172,1
795,14.539,bid,144,3
796,14.539,bid,17,10
797,14.539,ask,347,4
798,14.539,ask,351,3
799,14.539,ask,358,3
800,14.539,ask,360,2
801,14.539,ask,584,5
802,14.539,ask,762,3
803,14.632,bid,337,2
804,14.632,bid,336,9
805,14.632,bid,333,2
806,14.632,bid,332,14
807,14.632,bid,331,2
808,14.632,bid,330,4
809,14.632,bid,324,2
810,14.632,bid,305,1
811,14.632,bid,299,10
812,14.632,bid,298,4
813,14.632,bid,172,1
814,14.632,bid,144,3
815,14.632,bid,17,10
816,14.632,ask,347,4
817,14.632,ask,351,3
818,14.632,ask,356,2
819,14.632,ask,358,3
820,14.632,ask,584,5
821,14.632,ask,762,3
822,14.818,bid,337,2
823,14.818,bid,336,9
824,14.818,bid,333,2
825,14.818,bid,332,14
826,14.818,bid,331,2
827,14.818,bid,330,4
828,14.818,bid,324,2
829,14.818,bid,305,1
830,14.818,bid,299,10
831,14.818,bid,298,4
832,14.818,bid,172,1
833,14.818,bid,144,3
834,14.818,bid,17,10
835,14.818,ask,347,4
836,14.818,ask,351,3
837,14.818,ask,356,2
838,14.818,ask,358,3
839,14.818,ask,584,5
840,14.818,ask,755,3
841,15.035,bid,337,2
842,15.035,bid,336,9
843,15.035,bid,333,2
844,15.035,bid,332,14
845,15.035,bid,331,2
846,15.035,bid,330,4
847,15.035,bid,305,1
848,15.035,bid,299,10
849,15.035,bid,298,4
850,15.035,bid,224,2
851,15.035,bid,172,1
852,15.035,bid,144,3
853,15.035,bid,17,10
854,15.035,ask,347,4
855,15.035,ask,351,3
856,15.035,ask,356,2
857,15.035,ask,358,3
858,15.035,ask,584,5
859,15.035,ask,755,3
860,15.159,bid,337,2
861,15.159,bid,336,9
862,15.159,bid,333,2
863,15.159,bid,332,14
864,15.159,bid,331,2
865,15.159,bid,330,4
866,15.159,bid,305,1
867,15.159,bid,299,10
868,15.159,bid,298,4
869,15.159,bid,224,2
870,15.159,bid,172,1
871,15.159,bid,144,3
872,15.159,bid,17,10
873,15.159,ask,347,4
874,15.159,ask,351,3
875,15.159,ask,356,2
876,15.159,ask,358,3
877,15.159,ask,584,5
878,15.159,ask,774,3
879,15.5,bid,337,1
880,15.5,bid,336,9
881,15.5,bid,333,2
882,15.5,bid,332,14
883,15.5,bid,331,2
884,15.5,bid,330,4
885,15.5,bid,305,1
886,15.5,bid,299,10
887,15.5,bid,298,4
888,15.5,bid,224,2
889,15.5,bid,172,1
890,15.5,bid,144,3
891,15.5,bid,17,10
892,15.5,ask,347,4
893,15.5,ask,351,3
894,15.5,ask,356,2
895,15.5,ask,358,3
896,15.5,ask,584,5
897,15.5,ask,774,3
898,15.531,bid,337,1
899,15.531,bid,336,9
900,15.531,bid,333,2
901,15.531,bid,332,14
902,15.531,bid,331,2
903,15.531,bid,330,4
904,15.531,bid,305,1
905,15.531,bid,299,10
906,15.531,bid,298,4
907,15.531,bid,172,1
908,15.531,bid,144,3
909,15.531,bid,132,2
910,15.531,bid,17,10
911,15.531,ask,347,4
912,15.531,ask,351,3
913,15.531,ask,356,2
914,15.531,ask,358,3
915,15.531,ask,584,5
916,15.531,ask,774,3
917,15.562,bid,337,1
918,15.562,bid,336,9
919,15.562,bid,333,2
920,15.562,bid,332,14
921,15.562,bid,331,2
922,15.562,bid,330,4
923,15.562,bid,305,1
924,15.562,bid,299,10
925,15.562,bid,298,4
926,15.562,bid,172,1
927,15.562,bid,144,3
928,15.562,bid,132,2
929,15.562,bid,17,10
930,15.562,ask,347,4
931,15.562,ask,351,3
932,15.562,ask,356,2
933,15.562,ask,358,3
934,15.562,ask,584,5
935,15.562,ask,647,3
936,15.655,bid,337,1
937,15.655,bid,336,9
938,15.655,bid,333,2
939,15.655,bid,332,14
940,15.655,bid,331,2
941,15.655,bid,330,4
942,15.655,bid,305,1
943,15.655,bid,299,10
944,15.655,bid,298,4
945,15.655,bid,276,10
946,15.655,bid,172,1
947,15.655,bid,144,3
948,15.655,bid,132,2
949,15.655,ask,347,4
950,15.655,ask,351,3
951,15.655,ask,356,2
952,15.655,ask,358,3
953,15.655,ask,584,5
954,15.655,ask,647,3
955,15.686,bid,337,1
956,15.686,bid,336,9
957,15.686,bid,333,2
958,15.686,bid,332,14
959,15.686,bid,331,2
960,15.686,bid,330,4
961,15.686,bid,305,1
962,15.686,bid,299,10
963,15.686,bid,298,4
964,15.686,bid,276,10
965,15.686,bid,172,1
966,15.686,bid,144,3
967,15.686,bid,132,2
968,15.686,ask,347,4
969,15.686,ask,351,3
970,15.686,ask,356,2
971,15.686,ask,358,3
972,15.686,ask,519,3
973,15.686,ask,584,5
974,15.748,bid,337,3
975,15.748,bid,336,9
976,15.748,bid,333,2
977,15.748,bid,332,14
978,15.748,bid,331,2
979,15.748,bid,330,4
980,15.748,bid,305,1
981,15.748,bid,299,10
982,15.748,bid,298,4
983,15.748,bid,276,10
984,15.748,bid,172,1
985,15.748,bid,144,3
986,15.748,ask,347,4
987,15.748,ask,351,3
988,15.748,ask,356,2
989,15.748,ask,358,3
990,15.748,ask,519,3
991,15.748,ask,584,5
992,15.872,bid,337,3
993,15.872,bid,336,9
994,15.872,bid,333,2
995,15.872,bid,332,14
996,15.872,bid,331,2
997,15.872,bid,330,4
998,15.872,bid,305,1
999,15.872,bid,299,10
1000,15.872,bid,298,4
1001,15.872,bid,249,10
1002,15.872,bid,172,1
1003,15.872,bid,144,3
1004,15.872,ask,347,4
1005,15.872,ask,351,3
1006,15.872,ask,356,2
1007,15.872,ask,358,3
1008,15.872,ask,519,3
1009,15.872,ask,584,5
1010,15.996,bid,337,3
1011,15.996,bid,336,9
1012,15.996,bid,333,2
1013,15.996,bid,332,14
1014,15.996,bid,331,2
1015,15.996,bid,330,4
1016,15.996,bid,305,1
1017,15.996,bid,299,10
1018,15.996,bid,298,4
1019,15.996,bid,249,10
1020,15.996,bid,172,1
1021,15.996,bid,144,3
1022,15.996,ask,347,4
1023,15.996,ask,351,3
1024,15.996,ask,356,2
1025,15.996,ask,358,3
1026,15.996,ask,372,5
1027,15.996,ask,519,3
1028,15.996,ask,584,5
1029,16.213,bid,337,3
1030,16.213,bid,336,9
1031,16.213,bid,333,2
1032,16.213,bid,332,14
1033,16.213,bid,331,2
1034,16.213,bid,330,4
1035,16.213,bid,305,1
1036,16.213,bid,299,10
1037,16.213,bid,298,4
1038,16.213,bid,293,3
1039,16.213,bid,249,10
1040,16.213,bid,172,1
1041,16.213,ask,347,4
1042,16.213,ask,351,3
1043,16.213,ask,356,2
1044,16.213,ask,358,3
1045,16.213,ask,372,5
1046,16.213,ask,519,3
1047,16.213,ask,584,5
1048,16.244,bid,337,3
1049,16.244,bid,336,9
1050,16.244,bid,333,2
1051,16.244,bid,332,14
1052,16.244,bid,331,2
1053,16.244,bid,330,4
1054,16.244,bid,305,1
1055,16.244,bid,299,10
1056,16.244,bid,298,4
1057,16.244,bid,293,3
1058,16.244,bid,249,10
1059,16.244,bid,54,1
1060,16.244,ask,347,4
1061,16.244,ask,351,3
1062,16.244,ask,356,2
1063,16.244,ask,358,3
1064,16.244,ask,372,5
1065,16.244,ask,519,3
1066,16.244,ask,584,5
1067,16.275,bid,337,3
1068,16.275,bid,336,9
1069,16.275,bid,333,2
