,Time,Type,Price,Volume
2243,19.592,bid,305,10
2244,19.592,bid,301,3
2245,19.592,bid,298,4
2246,19.592,bid,245,10
2247,19.592,bid,233,1
2248,19.592,bid,2,2
2249,19.592,ask,340,1
2250,19.592,ask,341,3
2251,19.592,ask,342,1
2252,19.592,ask,347,4
2253,19.592,ask,354,2
2254,19.592,ask,357,3
2255,19.592,ask,364,5
2256,19.592,ask,570,3
2257,19.592,ask,707,2
2258,19.778,bid,336,5
2259,19.778,bid,333,2
2260,19.778,bid,332,14
2261,19.778,bid,331,2
2262,19.778,bid,330,4
2263,19.778,bid,310,1
2264,19.778,bid,305,10
2265,19.778,bid,301,3
2266,19.778,bid,298,4
2267,19.778,bid,286,1
2268,19.778,bid,245,10
2269,19.778,bid,2,2
2270,19.778,ask,340,1
2271,19.778,ask,341,3
2272,19.778,ask,342,1
2273,19.778,ask,347,4
2274,19.778,ask,354,2
2275,19.778,ask,357,3
2276,19.778,ask,364,5
2277,19.778,ask,570,3
2278,19.778,ask,707,2
2279,19.809,bid,336,5
2280,19.809,bid,333,2
2281,19.809,bid,332,14
2282,19.809,bid,331,2
2283,19.809,bid,330,4
2284,19.809,bid,310,1
2285,19.809,bid,305,10
2286,19.809,bid,298,4
2287,19.809,bid,286,1
2288,19.809,bid,257,3
2289,19.809,bid,245,10
2290,19.809,bid,2,2
2291,19.809,ask,340,1
2292,19.809,ask,341,3
2293,19.809,ask,342,1
2294,19.809,ask,347,4
2295,19.809,ask,354,2
2296,19.809,ask,357,3
2297,19.809,ask,364,5
2298,19.809,ask,570,3
2299,19.809,ask,707,2
2300,19.902,bid,336,5
2301,19.902,bid,333,2
2302,19.902,bid,332,14
2303,19.902,bid,331,2
2304,19.902,bid,330,4
2305,19.902,bid,310,1
2306,19.902,bid,305,10
2307,19.902,bid,298,4
2308,19.902,bid,286,1
2309,19.902,bid,257,3
2310,19.902,bid,245,10
2311,19.902,bid,2,2
2312,19.902,ask,339,3
2313,19.902,ask,340,1
2314,19.902,ask,342,1
2315,19.902,ask,347,4
2316,19.902,ask,354,2
2317,19.902,ask,357,3
2318,19.902,ask,364,5
2319,19.902,ask,570,3
2320,19.902,ask,707,2
2321,19.964,bid,336,5
2322,19.964,bid,333,2
2323,19.964,bid,332,14
2324,19.964,bid,331,2
2325,19.964,bid,330,4
2326,19.964,bid,310,1
2327,19.964,bid,305,10
2328,19.964,bid,298,4
2329,19.964,bid,286,1
2330,19.964,bid,257,3
2331,19.964,bid,245,10
2332,19.964,bid,2,2
2333,19.964,ask,339,3
2334,19.964,ask,340,1
2335,19.964,ask,342,1
2336,19.964,ask,347,4
2337,19.964,ask,354,2
2338,19.964,ask,357,3
2339,19.964,ask,364,5
2340,19.964,ask,707,2
2341,19.964,ask,721,3
2342,20.026,bid,336,5
2343,20.026,bid,333,2
2344,20.026,bid,332,14
2345,20.026,bid,331,2
2346,20.026,bid,330,4
2347,20.026,bid,310,1
2348,20.026,bid,305,10
2349,20.026,bid,298,4
2350,20.026,bid,286,1
2351,20.026,bid,257,3
2352,20.026,bid,245,10
2353,20.026,bid,2,2
2354,20.026,ask,339,3
2355,20.026,ask,340,1
2356,20.026,ask,342,1
2357,20.026,ask,347,4
2358,20.026,ask,354,2
2359,20.026,ask,357,3
2360,20.026,ask,364,5
2361,20.026,ask,461,2
2362,20.026,ask,721,3
2363,20.057,bid,336,5
2364,20.057,bid,333,2
2365,20.057,bid,332,14
2366,20.057,bid,331,2
2367,20.057,bid,330,4
2368,20.057,bid,310,1
2369,20.057,bid,305,10
2370,20.057,bid,298,4
2371,20.057,bid,286,1
2372,20.057,bid,257,3
2373,20.057,bid,245,10
2374,20.057,bid,2,2
2375,20.057,ask,339,3
2376,20.057,ask,340,1
2377,20.057,ask,342,1
2378,20.057,ask,347,4
2379,20.057,ask,354,5
2380,20.057,ask,364,5
2381,20.057,ask,461,2
2382,20.057,ask,721,3
2383,20.15,bid,336,1
2384,20.15,bid,333,2
2385,20.15,bid,332,14
2386,20.15,bid,331,2
2387,20.15,bid,330,4
2388,20.15,bid,310,1
2389,20.15,bid,305,10
2390,20.15,bid,298,4
2391,20.15,bid,286,1
2392,20.15,bid,257,3
2393,20.15,bid,245,10
2394,20.15,bid,2,2
2395,20.15,ask,339,3
2396,20.15,ask,340,1
2397,20.15,ask,342,1
2398,20.15,ask,347,4
2399,20.15,ask,354,5
2400,20.15,ask,364,5
2401,20.15,ask,461,2
2402,20.15,ask,721,3
2403,20.305,bid,336,1
2404,20.305,bid,333,2
2405,20.305,bid,332,14
2406,20.305,bid,331,2
2407,20.305,bid,330,4
2408,20.305,bid,310,1
2409,20.305,bid,305,10
2410,20.305,bid,298,4
2411,20.305,bid,286,1
2412,20.305,bid,257,3
2413,20.305,bid,245,10
2414,20.305,bid,2,2
2415,20.305,ask,338,1
2416,20.305,ask,339,3
2417,20.305,ask,340,1
2418,20.305,ask,347,4
2419,20.305,ask,354,5
2420,20.305,ask,364,5
2421,20.305,ask,461,2
2422,20.305,ask,721,3
2423,20.367,bid,336,1
2424,20.367,bid,333,2
2425,20.367,bid,332,14
2426,20.367,bid,331,2
2427,20.367,bid,330,4
2428,20.367,bid,310,1
2429,20.367,bid,305,10
2430,20.367,bid,298,4
2431,20.367,bid,286,1
2432,20.367,bid,257,3
2433,20.367,bid,245,10
2434,20.367,bid,2,2
2435,20.367,ask,337,2
2436,20.367,ask,338,1
2437,20.367,ask,339,3
2438,20.367,ask,340,1
2439,20.367,ask,347,4
2440,20.367,ask,354,5
2441,20.367,ask,364,5
2442,20.367,ask,461,2
2443,20.367,ask,721,3
2444,20.491,bid,336,1
2445,20.491,bid,333,2
2446,20.491,bid,332,14
2447,20.491,bid,331,2
2448,20.491,bid,330,4
2449,20.491,bid,310,1
2450,20.491,bid,305,10
2451,20.491,bid,298,4
2452,20.491,bid,286,1
2453,20.491,bid,257,3
2454,20.491,bid,245,10
2455,20.491,bid,2,2
2456,20.491,ask,337,2
2457,20.491,ask,338,1
2458,20.491,ask,339,3
2459,20.491,ask,340,1
2460,20.491,ask,347,4
2461,20.491,ask,350,3
2462,20.491,ask,354,2
2463,20.491,ask,364,5
2464,20.491,ask,461,2
2465,20.491,ask,721,3
2466,20.553,bid,336,1
2467,20.553,bid,333,2
2468,20.553,bid,332,14
2469,20.553,bid,331,2
2470,20.553,bid,330,4
2471,20.553,bid,310,1
2472,20.553,bid,305,10
2473,20.553,bid,298,4
2474,20.553,bid,286,1
2475,20.553,bid,245,10
2476,20.553,bid,220,3
2477,20.553,bid,2,2
2478,20.553,ask,337,2
2479,20.553,ask,338,1
2480,20.553,ask,339,3
2481,20.553,ask,340,1
2482,20.553,ask,347,4
2483,20.553,ask,350,3
2484,20.553,ask,354,2
2485,20.553,ask,364,5
2486,20.553,ask,461,2
2487,20.553,ask,721,3
2488,20.646,bid,336,1
2489,20.646,bid,333,2
2490,20.646,bid,332,14
2491,20.646,bid,331,2
2492,20.646,bid,330,4
2493,20.646,bid,311,10
2494,20.646,bid,310,1
2495,20.646,bid,305,10
2496,20.646,bid,298,4
2497,20.646,bid,286,1
2498,20.646,bid,220,3
2499,20.646,bid,2,2
2500,20.646,ask,337,2
2501,20.646,ask,338,1
2502,20.646,ask,339,3
2503,20.646,ask,340,1
2504,20.646,ask,347,4
2505,20.646,ask,350,3
2506,20.646,ask,354,2
2507,20.646,ask,364,5
2508,20.646,ask,461,2
2509,20.646,ask,721,3
2510,20.677,bid,336,1
2511,20.677,bid,333,2
2512,20.677,bid,332,14
2513,20.677,bid,331,2
2514,20.677,bid,330,4
2515,20.677,bid,311,10
2516,20.677,bid,310,1
2517,20.677,bid,305,10
2518,20.677,bid,301,4
2519,20.677,bid,286,1
2520,20.677,bid,220,3
2521,20.677,bid,2,2
2522,20.677,ask,337,2
2523,20.677,ask,338,1
2524,20.677,ask,339,3
2525,20.677,ask,340,1
2526,20.677,ask,347,4
2527,20.677,ask,350,3
2528,20.677,ask,354,2
2529,20.677,ask,364,5
2530,20.677,ask,461,2
2531,20.677,ask,721,3
2532,20.739,bid,336,1
2533,20.739,bid,333,2
2534,20.739,bid,332,14
2535,20.739,bid,331,2
2536,20.739,bid,330,4
2537,20.739,bid,311,10
2538,20.739,bid,310,1
2539,20.739,bid,305,10
2540,20.739,bid,301,4
2541,20.739,bid,286,1
2542,20.739,bid,220,3
2543,20.739,bid,2,2
2544,20.739,ask,337,2
2545,20.739,ask,338,1
2546,20.739,ask,339,3
2547,20.739,ask,340,1
2548,20.739,ask,347,4
2549,20.739,ask,350,3
2550,20.739,ask,354,2
2551,20.739,ask,364,5
2552,20.739,ask,416,2
2553,20.739,ask,721,3
2554,20.894,bid,333,2
2555,20.894,bid,332,14
2556,20.894,bid,331,2
2557,20.894,bid,330,4
2558,20.894,bid,311,10
2559,20.894,bid,310,1
2560,20.894,bid,305,10
2561,20.894,bid,301,4
2562,20.894,bid,286,1
2563,20.894,bid,220,3
2564,20.894,bid,2,2
2565,20.894,ask,338,1
2566,20.894,ask,339,3
2567,20.894,ask,340,1
2568,20.894,ask,347,4
2569,20.894,ask,350,3
2570,20.894,ask,354,2
2571,20.894,ask,364,5
2572,20.894,ask,416,2
2573,20.894,ask,721,3
2574,20.925,bid,333,2
2575,20.925,bid,332,14
2576,20.925,bid,331,2
2577,20.925,bid,330,4
2578,20.925,bid,311,10
2579,20.925,bid,310,1
2580,20.925,bid,305,10
2581,20.925,bid,301,4
2582,20.925,bid,286,1
2583,20.925,bid,220,3
2584,20.925,bid,2,2
2585,20.925,ask,337,3
2586,20.925,ask,338,1
2587,20.925,ask,340,1
2588,20.925,ask,347,4
2589,20.925,ask,350,3
2590,20.925,ask,354,2
2591,20.925,ask,364,5
2592,20.925,ask,416,2
2593,20.925,ask,721,3
2594,20.956,bid,333,2
2595,20.956,bid,332,14
2596,20.956,bid,331,2
2597,20.956,bid,330,4
2598,20.956,bid,311,10
2599,20.956,bid,310,1
2600,20.956,bid,305,10
2601,20.956,bid,301,4
2602,20.956,bid,286,1
2603,20.956,bid,220,3
2604,20.956,bid,2,2
2605,20.956,ask,337,3
2606,20.956,ask,338,1
2607,20.956,ask,340,1
2608,20.956,ask,347,4
2609,20.956,ask,350,3
2610,20.956,ask,354,2
2611,20.956,ask,364,5
2612,20.956,ask,416,2
2613,20.956,ask,786,3
2614,21.018,bid,333,2
2615,21.018,bid,332,14
2616,21.018,bid,331,2
2617,21.018,bid,330,4
2618,21.018,bid,311,10
2619,21.018,bid,310,1
2620,21.018,bid,305,10
2621,21.018,bid,301,4
2622,21.018,bid,286,1
2623,21.018,bid,220,3
2624,21.018,bid,2,2
2625,21.018,ask,337,3
2626,21.018,ask,338,1
2627,21.018,ask,340,1
2628,21.018,ask,347,4
2629,21.018,ask,350,3
2630,21.018,ask,354,2
2631,21.018,ask,364,5
2632,21.018,ask,367,3
2633,21.018,ask,416,2
2634,21.111,bid,333,2
2635,21.111,bid,332,14
2636,21.111,bid,331,2
2637,21.111,bid,330,4
2638,21.111,bid,311,10
2639,21.111,bid,310,1
2640,21.111,bid,305,10
2641,21.111,bid,301,4
2642,21.111,bid,286,1
2643,21.111,bid,220,3
2644,21.111,bid,2,2
2645,21.111,ask,336,3
2646,21.111,ask,338,1
2647,21.111,ask,340,1
2648,21.111,ask,347,4
2649,21.111,ask,350,3
2650,21.111,ask,354,2
2651,21.111,ask,364,5
2652,21.111,ask,367,3
2653,21.111,ask,416,2
2654,21.173,bid,333,2
2655,21.173,bid,332,14
2656,21.173,bid,331,2
2657,21.173,bid,330,4
2658,21.173,bid,311,10
2659,21.173,bid,310,1
2660,21.173,bid,305,10
2661,21.173,bid,301,4
2662,21.173,bid,286,1
2663,21.173,bid,220,3
2664,21.173,bid,2,2
2665,21.173,ask,336,3
2666,21.173,ask,338,1
2667,21.173,ask,340,1
2668,21.173,ask,350,3
2669,21.173,ask,354,6
2670,21.173,ask,364,5
2671,21.173,ask,367,3
2672,21.173,ask,416,2
2673,21.266,bid,333,2
2674,21.266,bid,332,14
2675,21.266,bid,331,2
2676,21.266,bid,330,4
2677,21.266,bid,311,10
2678,21.266,bid,310,1
2679,21.266,bid,305,10
2680,21.266,bid,301,4
2681,21.266,bid,286,1
2682,21.266,bid,220,3
2683,21.266,bid,2,2
2684,21.266,ask,336,3
2685,21.266,ask,338,1
2686,21.266,ask,340,1
2687,21.266,ask,350,3
2688,21.266,ask,354,6
2689,21.266,ask,364,5
2690,21.266,ask,367,3
2691,21.266,ask,416,2
2692,21.266,ask,523,2
2693,21.297,bid,333,2
2694,21.297,bid,332,14
2695,21.297,bid,331,2
2696,21.297,bid,330,4
2697,21.297,bid,305,10
2698,21.297,bid,301,4
2699,21.297,bid,286,1
2700,21.297,bid,284,10
2701,21.297,bid,220,3
2702,21.297,bid,2,2
2703,21.297,ask,336,3
2704,21.297,ask,338,1
2705,21.297,ask,340,1
2706,21.297,ask,350,3
2707,21.297,ask,354,6
2708,21.297,ask,364,5
2709,21.297,ask,367,3
2710,21.297,ask,416,2
2711,21.297,ask,523,2
2712,21.328,bid,333,2
2713,21.328,bid,332,14
2714,21.328,bid,331,2
2715,21.328,bid,330,4
2716,21.328,bid,305,10
2717,21.328,bid,301,4
2718,21.328,bid,286,1
2719,21.328,bid,284,10
2720,21.328,bid,227,2
2721,21.328,bid,220,3
2722,21.328,ask,336,3
2723,21.328,ask,338,1
2724,21.328,ask,340,1
2725,21.328,ask,350,3
2726,21.328,ask,354,6
2727,21.328,ask,364,5
2728,21.328,ask,367,3
2729,21.328,ask,416,2
2730,21.328,ask,523,2
2731,21.359,bid,334,6
2732,21.359,bid,333,2
2733,21.359,bid,332,14
2734,21.359,bid,331,2
2735,21.359,bid,330,4
2736,21.359,bid,305,10
2737,21.359,bid,301,4
2738,21.359,bid,286,1
2739,21.359,bid,284,10
2740,21.359,bid,227,2
2741,21.359,bid,220,3
2742,21.359,ask,336,3
2743,21.359,ask,338,1
2744,21.359,ask,340,1
2745,21.359,ask,350,3
2746,21.359,ask,354,6
2747,21.359,ask,364,5
2748,21.359,ask,367,3
2749,21.359,ask,416,2
2750,21.359,ask,523,2
2751,21.39,bid,334,6
2752,21.39,bid,333,2
2753,21.39,bid,332,14
2754,21.39,bid,331,2
2755,21.39,bid,330,4
2756,21.39,bid,305,10
2757,21.39,bid,301,4
2758,21.39,bid,286,1
2759,21.39,bid,284,10
2760,21.39,bid,227,2
2761,21.39,bid,220,3
2762,21.39,ask,336,3
2763,21.39,ask,338,1
2764,21.39,ask,340,1
2765,21.39,ask,350,3
2766,21.39,ask,354,6
2767,21.39,ask,367,3
2768,21.39,ask,416,2
2769,21.39,ask,751,2
2770,21.483,bid,334,6
2771,21.483,bid,333,2
2772,21.483,bid,332,14
2773,21.483,bid,331,2
2774,21.483,bid,330,4
2775,21.483,bid,305,10
2776,21.483,bid,301,4
2777,21.483,bid,286,1
2778,21.483,bid,284,10
2779,21.483,bid,227,2
2780,21.483,bid,221,1
2781,21.483,bid,220,3
2782,21.483,ask,336,3
2783,21.483,ask,338,1
2784,21.483,ask,340,1
2785,21.483,ask,350,3
2786,21.483,ask,354,6
2787,21.483,ask,367,3
2788,21.483,ask,416,2
2789,21.483,ask,751,2
2790,21.514,bid,334,6
2791,21.514,bid,333,2
2792,21.514,bid,332,14
2793,21.514,bid,331,2
2794,21.514,bid,330,4
2795,21.514,bid,309,1
2796,21.514,bid,305,10
2797,21.514,bid,301,4
2798,21.514,bid,286,1
2799,21.514,bid,284,10
2800,21.514,bid,227,2
2801,21.514,bid,221,1
2802,21.514,bid,220,3
2803,21.514,ask,336,3
2804,21.514,ask,338,1
2805,21.514,ask,340,1
2806,21.514,ask,350,3
2807,21.514,ask,354,6
2808,21.514,ask,367,3
2809,21.514,ask,416,2
2810,21.514,ask,751,2
2811,21.545,bid,334,6
2812,21.545,bid,333,2
2813,21.545,bid,332,14
2814,21.545,bid,331,2
2815,21.545,bid,330,4
2816,21.545,bid,309,1
2817,21.545,bid,305,10
2818,21.545,bid,301,4
2819,21.545,bid,284,10
2820,21.545,bid,227,2
2821,21.545,bid,221,1
2822,21.545,bid,220,3
2823,21.545,ask,336,3
2824,21.545,ask,338,1
2825,21.545,ask,340,1
2826,21.545,ask,350,3
2827,21.545,ask,354,6
2828,21.545,ask,416,2
2829,21.545,ask,633,3
2830,21.545,ask,751,2
2831,21.576,bid,334,6
2832,21.576,bid,333,2
2833,21.576,bid,332,14
2834,21.576,bid,331,2
2835,21.576,bid,330,4
2836,21.576,bid,309,1
2837,21.576,bid,305,10
2838,21.576,bid,301,4
2839,21.576,bid,284,10
2840,21.576,bid,227,2
2841,21.576,bid,221,1
2842,21.576,bid,220,3
2843,21.576,ask,336,3
2844,21.576,ask,338,1
2845,21.576,ask,340,1
2846,21.576,ask,350,3
2847,21.576,ask,354,6
2848,21.576,ask,416,2
2849,21.576,ask,633,3
2850,21.576,ask,798,2
2851,21.7,bid,334,6
2852,21.7,bid,333,2
2853,21.7,bid,332,14
2854,21.7,bid,331,2
2855,21.7,bid,330,4
2856,21.7,bid,309,1
2857,21.7,bid,305,10
2858,21.7,bid,301,4
2859,21.7,bid,284,10
2860,21.7,bid,227,2
2861,21.7,bid,221,1
2862,21.7,bid,220,3
2863,21.7,ask,336,3
2864,21.7,ask,338,1
2865,21.7,ask,340,1
2866,21.7,ask,350,3
2867,21.7,ask,354,6
2868,21.7,ask,359,1
2869,21.7,ask,416,2
2870,21.7,ask,633,3
2871,21.7,ask,798,2
2872,21.731,bid,334,6
2873,21.731,bid,333,2
2874,21.731,bid,332,14
2875,21.731,bid,331,2
2876,21.731,bid,330,4
2877,21.731,bid,309,1
2878,21.731,bid,305,10
2879,21.731,bid,301,4
2880,21.731,bid,284,10
2881,21.731,bid,227,2
2882,21.731,bid,221,1
2883,21.731,bid,220,3
2884,21.731,ask,336,3
2885,21.731,ask,338,1
2886,21.731,ask,340,1
2887,21.731,ask,350,3
2888,21.731,ask,354,6
2889,21.731,ask,359,1
2890,21.731,ask,416,2
2891,21.731,ask,440,3
2892,21.731,ask,798,2
2893,21.824,bid,335,6
2894,21.824,bid,333,2
2895,21.824,bid,332,14
2896,21.824,bid,331,2
2897,21.824,bid,330,4
2898,21.824,bid,309,1
2899,21.824,bid,305,10
2900,21.824,bid,301,4
2901,21.824,bid,284,10
2902,21.824,bid,227,2
2903,21.824,bid,221,1
2904,21.824,bid,220,3
2905,21.824,ask,336,3
2906,21.824,ask,338,1
2907,21.824,ask,340,1
2908,21.824,ask,350,3
2909,21.824,ask,354,6
2910,21.824,ask,359,1
2911,21.824,ask,416,2
2912,21.824,ask,440,3
2913,21.824,ask,798,2
2914,21.886,bid,335,6
2915,21.886,bid,333,2
2916,21.886,bid,332,14
2917,21.886,bid,331,2
2918,21.886,bid,330,4
2919,21.886,bid,309,1
2920,21.886,bid,305,10
2921,21.886,bid,301,4
2922,21.886,bid,227,2
2923,21.886,bid,221,1
2924,21.886,bid,220,3
2925,21.886,bid,175,10
2926,21.886,ask,336,3
2927,21.886,ask,338,1
2928,21.886,ask,340,1
2929,21.886,ask,350,3
2930,21.886,ask,354,6
2931,21.886,ask,359,1
2932,21.886,ask,416,2
2933,21.886,ask,440,3
2934,21.886,ask,798,2
2935,21.979,bid,333,2
2936,21.979,bid,332,14
2937,21.979,bid,331,2
2938,21.979,bid,330,4
2939,21.979,bid,309,1
2940,21.979,bid,305,10
2941,21.979,bid,301,4
2942,21.979,bid,227,2
2943,21.979,bid,221,1
2944,21.979,bid,220,3
2945,21.979,bid,175,10
2946,21.979,ask,338,1
2947,21.979,ask,340,1
2948,21.979,ask,350,3
2949,21.979,ask,354,6
2950,21.979,ask,359,1
2951,21.979,ask,416,2
2952,21.979,ask,440,3
2953,21.979,ask,798,2
2954,22.01,bid,333,2
2955,22.01,bid,332,14
2956,22.01,bid,331,2
2957,22.01,bid,330,4
2958,22.01,bid,311,10
2959,22.01,bid,309,1
2960,22.01,bid,301,4
2961,22.01,bid,227,2
2962,22.01,bid,221,1
2963,22.01,bid,220,3
2964,22.01,bid,175,10
2965,22.01,ask,338,1
2966,22.01,ask,340,1
2967,22.01,ask,350,3
2968,22.01,ask,354,6
2969,22.01,ask,359,1
2970,22.01,ask,416,2
2971,22.01,ask,440,3
2972,22.01,ask,798,2
2973,22.072,bid,333,2
2974,22.072,bid,332,14
2975,22.072,bid,331,2
2976,22.072,bid,330,4
2977,22.072,bid,311,10
2978,22.072,bid,309,1
2979,22.072,bid,301,4
2980,22.072,bid,241,1
2981,22.072,bid,227,2
2982,22.072,bid,220,3
2983,22.072,bid,175,10
2984,22.072,ask,338,1
2985,22.072,ask,340,1
2986,22.072,ask,350,3
2987,22.072,ask,354,6
2988,22.072,ask,359,1
2989,22.072,ask,416,2
2990,22.072,ask,440,3
2991,22.072,ask,798,2
2992,22.258,bid,333,2
2993,22.258,bid,332,14
2994,22.258,bid,331,2
2995,22.258,bid,330,4
2996,22.258,bid,311,14
2997,22.258,bid,309,1
2998,22.258,bid,241,1
2999,22.258,bid,227,2
3000,22.258,bid,220,3
3001,22.258,bid,175,10
3002,22.258,ask,338,1
3003,22.258,ask,340,1
3004,22.258,ask,350,3
3005,22.258,ask,354,6
3006,22.258,ask,359,1
3007,22.258,ask,416,2
3008,22.258,ask,440,3
3009,22.258,ask,798,2
3010,22.289,bid,333,2
3011,22.289,bid,332,14
3012,22.289,bid,331,2
3013,22.289,bid,330,4
3014,22.289,bid,311,14
3015,22.289,bid,309,1
3016,22.289,bid,241,1
3017,22.289,bid,227,2
3018,22.289,bid,220,3
3019,22.289,bid,175,10
3020,22.289,bid,96,3
3021,22.289,ask,338,1
3022,22.289,ask,340,1
3023,22.289,ask,350,3
3024,22.289,ask,354,6
3025,22.289,ask,359,1
3026,22.289,ask,416,2
3027,22.289,ask,440,3
3028,22.289,ask,798,2
3029,22.32,bid,333,2
3030,22.32,bid,332,14
3031,22.32,bid,331,2
3032,22.32,bid,330,4
3033,22.32,bid,311,14
3034,22.32,bid,309,1
3035,22.32,bid,241,1
3036,22.32,bid,227,2
3037,22.32,bid,220,3
3038,22.32,bid,175,10
3039,22.32,bid,96,3
3040,22.32,ask,337,1
3041,22.32,ask,338,1
3042,22.32,ask,350,3
3043,22.32,ask,354,6
3044,22.32,ask,359,1
3045,22.32,ask,416,2
3046,22.32,ask,440,3
3047,22.32,ask,798,2
3048,22.444,bid,333,2
3049,22.444,bid,332,14
3050,22.444,bid,331,2
3051,22.444,bid,330,4
3052,22.444,bid,311,14
3053,22.444,bid,309,1
3054,22.444,bid,241,1
3055,22.444,bid,227,2
3056,22.444,bid,220,3
3057,22.444,bid,175,10
3058,22.444,bid,96,3
3059,22.444,ask,337,1
3060,22.444,ask,338,1
3061,22.444,ask,350,3
3062,22.444,ask,354,6
3063,22.444,ask,359,1
3064,22.444,ask,416,2
3065,22.444,ask,440,3
3066,22.444,ask,641,2
3067,22.475,bid,333,2
3068,22.475,bid,332,14
3069,22.475,bid,331,2
3070,22.475,bid,330,4
3071,22.475,bid,311,14
3072,22.475,bid,309,1
3073,22.475,bid,241,1
3074,22.475,bid,227,2
3075,22.475,bid,220,3
3076,22.475,bid,175,10
3077,22.475,bid,96,3
3078,22.475,ask,337,1
3079,22.475,ask,338,1
3080,22.475,ask,348,3
3081,22.475,ask,354,6
3082,22.475,ask,359,1
3083,22.475,ask,416,2
3084,22.475,ask,440,3
3085,22.475,ask,641,2
3086,22.537,bid,333,2
3087,22.537,bid,332,14
3088,22.537,bid,331,2
3089,22.537,bid,330,4
3090,22.537,bid,311,14
3091,22.537,bid,309,1
3092,22.537,bid,241,1
3093,22.537,bid,227,2
3094,22.537,bid,220,3
3095,22.537,bid,175,10
3096,22.537,bid,96,3
3097,22.537,ask,337,1
3098,22.537,ask,338,1
3099,22.537,ask,348,3
3100,22.537,ask,354,6
3101,22.537,ask,359,1
3102,22.537,ask,416,2
3103,22.537,ask,440,3
3104,22.537,ask,526,2
3105,22.599,bid,333,2
3106,22.599,bid,332,14
3107,22.599,bid,331,2
3108,22.599,bid,330,4
3109,22.599,bid,311,14
3110,22.599,bid,309,1
3111,22.599,bid,241,1
3112,22.599,bid,227,2
3113,22.599,bid,220,3
3114,22.599,bid,175,10
3115,22.599,bid,96,3
3116,22.599,ask,336,1
3117,22.599,ask,337,1
3118,22.599,ask,348,3
3119,22.599,ask,354,6
3120,22.599,ask,359,1
3121,22.599,ask,416,2
3122,22.599,ask,440,3
3123,22.599,ask,526,2
3124,22.63,bid,333,2
3125,22.63,bid,332,14
3126,22.63,bid,331,2
3127,22.63,bid,330,4
3128,22.63,bid,311,14
3129,22.63,bid,309,1
3130,22.63,bid,308,10
3131,22.63,bid,241,1
3132,22.63,bid,227,2
3133,22.63,bid,220,3
3134,22.63,bid,96,3
3135,22.63,ask,336,1
3136,22.63,ask,337,1
3137,22.63,ask,348,3
3138,22.63,ask,354,6
3139,22.63,ask,359,1
3140,22.63,ask,416,2
3141,22.63,ask,440,3
3142,22.63,ask,526,2
3143,22.723,bid,333,2
3144,22.723,bid,332,14
3145,22.723,bid,331,2
3146,22.723,bid,330,4
3147,22.723,bid,311,14
3148,22.723,bid,309,1
3149,22.723,bid,308,10
3150,22.723,bid,241,1
3151,22.723,bid,227,2
3152,22.723,bid,220,3
3153,22.723,bid,96,3
3154,22.723,ask,335,1
3155,22.723,ask,337,1
3156,22.723,ask,348,3
3157,22.723,ask,354,6
3158,22.723,ask,359,1
3159,22.723,ask,416,2
3160,22.723,ask,440,3
3161,22.723,ask,526,2
3162,22.754,bid,333,2
3163,22.754,bid,332,14
3164,22.754,bid,331,2
3165,22.754,bid,330,4
3166,22.754,bid,311,14
3167,22.754,bid,309,1
3168,22.754,bid,308,10
3169,22.754,bid,241,1
3170,22.754,bid,227,2
3171,22.754,bid,220,3
3172,22.754,bid,96,3
3173,22.754,ask,335,1
3174,22.754,ask,337,1
3175,22.754,ask,348,3
3176,22.754,ask,354,6
3177,22.754,ask,359,1
3178,22.754,ask,416,2
3179,22.754,ask,526,2
3180,22.754,ask,756,3
3181,22.816,bid,333,2
3182,22.816,bid,332,14
3183,22.816,bid,331,2
3184,22.816,bid,330,4
3185,22.816,bid,311,14
3186,22.816,bid,309,1
3187,22.816,bid,308,10
3188,22.816,bid,241,1
3189,22.816,bid,227,2
3190,22.816,bid,220,3
3191,22.816,bid,96,3
3192,22.816,ask,335,1
3193,22.816,ask,337,1
3194,22.816,ask,348,3
3195,22.816,ask,354,6
3196,22.816,ask,359,1
3197,22.816,ask,396,3
3198,22.816,ask,416,2
3199,22.816,ask,526,2
3200,22.909,bid,333,2
3201,22.909,bid,332,14
3202,22.909,bid,331,2
3203,22.909,bid,330,4
3204,22.909,bid,311,14
3205,22.909,bid,308,11
3206,22.909,bid,241,1
3207,22.909,bid,227,2
3208,22.909,bid,220,3
3209,22.909,bid,96,3
3210,22.909,ask,335,1
3211,22.909,ask,337,1
3212,22.909,ask,348,3
3213,22.909,ask,354,6
3214,22.909,ask,359,1
3215,22.909,ask,396,3
3216,22.909,ask,416,2
3217,22.909,ask,526,2
3218,22.94,bid,333,2
3219,22.94,bid,332,14
3220,22.94,bid,331,2
3221,22.94,bid,330,4
3222,22.94,bid,325,2
3223,22.94,bid,311,14
3224,22.94,bid,308,11
3225,22.94,bid,241,1
3226,22.94,bid,220,3
3227,22.94,bid,96,3
3228,22.94,ask,335,1
3229,22.94,ask,337,1
3230,22.94,ask,348,3
3231,22.94,ask,354,6
3232,22.94,ask,359,1
3233,22.94,ask,396,3
3234,22.94,ask,416,2
3235,22.94,ask,526,2
3236,23.002,bid,333,2
3237,23.002,bid,332,14
3238,23.002,bid,331,2
3239,23.002,bid,330,4
3240,23.002,bid,325,2
3241,23.002,bid,311,14
