Time,Type,Price,Volume
1747.005,ask,369,1
1747.005,bid,23,2
1748.059,ask,775,5
1748.059,bid,203,1
1749.082,ask,543,2
1749.082,bid,130,6
1750.043,ask,775,5
1750.043,bid,187,2
1751.035,ask,767,2
1751.035,bid,5,6
1752.027,ask,767,2
1752.027,bid,358,7
1753.019,ask,372,1
1753.019,bid,5,6
1754.042,ask,364,3
1754.042,bid,359,7
1755.034,ask,363,3
1755.034,bid,5,6
1756.026,ask,720,3
1756.026,bid,173,1
1757.173,ask,720,3
1757.173,bid,23,6
1758.196,ask,377,5
1758.196,bid,120,1
1759.002,ask,371,4
1759.002,bid,119,2
1760.149,ask,361,4
1760.149,bid,44,2
1761.11,ask,737,3
1761.11,bid,44,2
1762.009,ask,737,3
1762.009,bid,161,3
1763.063,ask,736,2
1763.063,bid,161,3
1764.117,ask,486,3
1764.117,bid,281,3
1765.078,ask,496,3
1765.078,bid,160,2
1766.163,ask,788,5
1766.163,bid,98,1
1767.031,ask,686,5
1767.031,bid,123,3
1768.023,ask,463,3
1768.023,bid,198,3
1769.015,ask,699,5
1769.015,bid,23,3
1770.038,ask,369,5
1770.038,bid,194,2
1771.03,ask,519,5
1771.03,bid,24,3
1772.208,ask,499,2
1772.208,bid,131,3
1773.014,ask,499,2
1773.014,bid,188,1
1774.037,ask,605,5
1774.037,bid,175,1
1775.184,ask,362,3
1775.184,bid,89,2
1776.145,ask,691,4
1776.145,bid,3,1
1777.044,ask,362,3
1777.044,bid,139,2
1778.005,ask,585,4
1778.005,bid,129,2
1779.059,ask,362,3
1779.059,bid,145,2
1780.02,ask,628,4
1780.02,bid,70,1
1781.012,ask,761,4
1781.012,bid,70,1
1782.035,ask,362,3
1782.035,bid,22,1
1783.058,ask,505,5
1783.058,bid,119,2
1784.081,ask,365,3
1784.081,bid,113,1
1785.011,ask,366,3
1785.011,bid,335,3
1786.034,ask,589,3
1786.034,bid,106,1
1787.026,ask,678,2
1787.026,bid,106,1
1788.018,ask,367,3
1788.018,bid,310,1
1789.134,ask,795,3
1789.134,bid,108,3
1790.002,ask,795,3
1790.002,bid,78,2
1791.025,ask,765,3
1791.025,bid,17,2
1792.017,ask,356,6
1792.017,bid,302,3
1793.009,ask,741,2
1793.009,bid,88,2
1794.032,ask,372,4
1794.032,bid,152,1
1795.055,ask,743,2
1795.055,bid,106,3
1796.047,ask,362,5
1796.047,bid,116,3
1797.008,ask,360,4
1797.008,bid,343,2
1798.062,ask,357,9
1798.062,bid,343,2
1799.023,ask,725,5
1799.023,bid,153,4
1800.046,ask,357,9
1800.046,bid,344,7
1801.007,ask,349,1
1801.007,bid,144,6
1802.123,ask,355,4
1802.123,bid,99,3
1803.022,ask,358,4
1803.022,bid,75,4
1804.014,ask,754,1
1804.014,bid,75,4
1805.006,ask,736,5
1805.006,bid,33,4
1806.06,ask,779,5
1806.06,bid,33,4
1807.083,ask,787,2
1807.083,bid,57,4
1808.013,ask,787,2
1808.013,bid,57,4
1809.067,ask,739,2
1809.067,bid,209,4
1810.028,ask,698,1
1810.028,bid,142,4
1811.082,ask,364,2
1811.082,bid,96,1
1812.074,ask,584,1
1812.074,bid,149,4
1813.035,ask,362,3
1813.035,bid,149,4
1814.089,ask,763,1
1814.089,bid,40,4
1815.081,ask,643,1
1815.081,bid,5,4
1816.135,ask,362,3
1816.135,bid,5,4
1817.034,ask,362,3
1817.034,bid,79,4
1818.026,ask,746,2
1818.026,bid,99,1
1819.049,ask,661,1
1819.049,bid,197,1
1820.196,ask,643,1
1820.196,bid,341,5
1821.126,ask,706,2
1821.126,bid,341,5
1822.087,ask,689,1
1822.087,bid,238,6
1823.141,ask,714,2
1823.141,bid,116,1
1824.071,ask,369,5
1824.071,bid,116,1
1825.001,ask,369,5
1825.001,bid,73,1
1826.117,ask,785,1
1826.117,bid,165,6
1827.047,ask,737,4
1827.047,bid,289,1
1828.225,ask,737,4
1828.225,bid,188,1
1829.062,ask,643,4
1829.062,bid,134,6
1830.023,ask,365,3
1830.023,bid,134,6
1831.046,ask,735,1
1831.046,bid,125,6
1832.1,ask,594,1
1832.1,bid,264,2
1833.154,ask,376,4
1833.154,bid,125,6
1834.115,ask,800,1
1834.115,bid,88,6
1835.045,ask,765,4
1835.045,bid,224,2
1836.037,ask,752,1
1836.037,bid,301,2
1837.091,ask,486,1
1837.091,bid,5,2
1838.052,ask,752,1
1838.052,bid,54,3
1839.106,ask,752,1
1839.106,bid,299,3
1840.067,ask,752,1
1840.067,bid,299,3
1841.059,ask,588,1
1841.059,bid,256,6
1842.02,ask,434,1
1842.02,bid,178,6
1843.136,ask,800,1
1843.136,bid,37,2
1844.066,ask,542,1
1844.066,bid,37,2
1845.213,ask,485,1
1845.213,bid,81,2
1846.019,ask,371,1
1846.019,bid,324,2
1847.011,ask,366,3
1847.011,bid,9,2
1848.003,ask,645,2
1848.003,bid,203,2
1849.026,ask,673,1
1849.026,bid,83,2
1850.111,ask,366,1
1850.111,bid,31,2
1851.072,ask,659,1
1851.072,bid,120,2
1852.126,ask,364,3
1852.126,bid,1,2
1853.087,ask,769,3
1853.087,bid,102,4
1854.017,ask,363,1
1854.017,bid,199,5
1855.133,ask,649,1
1855.133,bid,73,4
1856.125,ask,649,1
1856.125,bid,73,4
1857.024,ask,600,3
1857.024,bid,175,2
1858.016,ask,600,3
1858.016,bid,51,2
1859.07,ask,376,4
1859.07,bid,251,4
1860.093,ask,708,3
1860.093,bid,115,5
1861.147,ask,708,3
1861.147,bid,115,5
1862.046,ask,708,3
1862.046,bid,115,5
1863.069,ask,605,3
1863.069,bid,111,2
1864.092,ask,557,2
1864.092,bid,95,1
1865.084,ask,601,2
1865.084,bid,9,4
1866.107,ask,364,3
1866.107,bid,147,7
1867.006,ask,520,2
1867.006,bid,132,1
1868.153,ask,627,1
1868.153,bid,2,2
1869.021,ask,570,3
1869.021,bid,2,2
1870.013,ask,783,2
1870.013,bid,2,2
1871.036,ask,705,3
1871.036,bid,152,7
1872.028,ask,755,3
1872.028,bid,18,7
1873.051,ask,366,2
1873.051,bid,84,2
1874.043,ask,366,2
1874.043,bid,84,2
1875.004,ask,366,2
1875.004,bid,61,2
1876.12,ask,588,3
1876.12,bid,61,2
1877.081,ask,377,2
1877.081,bid,35,2
1878.042,ask,588,3
1878.042,bid,14,2
1879.003,ask,588,3
1879.003,bid,67,3
1880.026,ask,751,5
1880.026,bid,47,3
1881.08,ask,517,5
1881.08,bid,47,3
1882.227,ask,778,4
1882.227,bid,50,7
1883.126,ask,777,3
1883.126,bid,56,7
1884.118,ask,667,3
1884.118,bid,82,3
1885.017,ask,729,4
1885.017,bid,118,7
1886.133,ask,369,3
1886.133,bid,364,5
1887.001,ask,365,4
1887.001,bid,30,3
1888.055,ask,367,3
1888.055,bid,30,3
1889.047,ask,661,4
1889.047,bid,91,2
1890.008,ask,669,3
1890.008,bid,91,2
1891.186,ask,369,4
1891.186,bid,164,1
1892.054,ask,367,2
1892.054,bid,155,1
1893.015,ask,365,2
1893.015,bid,17,2
1894.007,ask,546,4
1894.007,bid,90,13
1895.061,ask,366,4
1895.061,bid,90,13
1896.177,ask,365,1
1896.177,bid,65,2
1897.014,ask,361,4
1897.014,bid,65,2
1898.037,ask,556,3
1898.037,bid,71,2
1899.122,ask,573,4
1899.122,bid,108,1
1900.052,ask,514,5
1900.052,bid,343,3
1901.044,ask,799,4
1901.044,bid,27,1
1902.067,ask,799,4
1902.067,bid,61,1
1903.059,ask,378,2
1903.059,bid,61,1
1904.051,ask,365,7
1904.051,bid,61,1
1905.043,ask,758,3
1905.043,bid,131,1
1906.035,ask,686,5
1906.035,bid,362,1
1907.027,ask,632,3
1907.027,bid,134,1
1908.019,ask,618,3
1908.019,bid,25,1
1909.073,ask,376,4
1909.073,bid,29,14
1910.034,ask,693,3
1910.034,bid,189,2
1911.057,ask,373,3
1911.057,bid,359,3
1912.049,ask,362,2
1912.049,bid,141,1
1913.01,ask,631,2
1913.01,bid,204,13
1914.033,ask,788,3
1914.033,bid,31,13
1915.056,ask,675,2
1915.056,bid,17,7
1916.11,ask,707,3
1916.11,bid,70,3
1917.009,ask,707,3
1917.009,bid,162,7
1918.156,ask,747,3
1918.156,bid,139,1
1919.024,ask,369,2
1919.024,bid,27,2
1920.047,ask,372,3
1920.047,bid,88,7
1921.101,ask,608,3
1921.101,bid,360,5
1922.093,ask,363,1
1922.093,bid,69,1
1923.023,ask,513,2
1923.023,bid,62,11
1924.015,ask,754,2
1924.015,bid,47,3
1925.193,ask,613,3
1925.193,bid,47,3
1926.03,ask,613,3
1926.03,bid,151,8
1927.053,ask,762,2
1927.053,bid,117,11
1928.014,ask,762,2
1928.014,bid,8,7
1929.006,ask,375,1
1929.006,bid,341,2
1930.308,ask,372,1
1930.308,bid,3,1
1931.021,ask,372,1
1931.021,bid,25,3
1932.013,ask,373,4
1932.013,bid,339,9
1933.067,ask,785,3
1933.067,bid,32,11
1934.09,ask,785,3
1934.09,bid,100,3
1935.144,ask,453,3
1935.144,bid,35,11
1936.043,ask,696,3
1936.043,bid,44,1
1937.035,ask,785,3
1937.035,bid,98,11
1938.182,ask,697,4
1938.182,bid,24,11
1939.05,ask,367,3
1939.05,bid,50,1
1940.197,ask,366,3
1940.197,bid,33,1
1941.034,ask,727,4
1941.034,bid,133,1
1942.057,ask,759,3
1942.057,bid,96,1
1943.08,ask,373,3
1943.08,bid,185,1
1944.072,ask,373,3
1944.072,bid,37,11
1945.033,ask,733,4
1945.033,bid,201,1
1946.149,ask,597,3
1946.149,bid,98,11
1947.079,ask,725,4
1947.079,bid,124,11
1948.009,ask,489,3
1948.009,bid,339,7
1949.094,ask,378,2
1949.094,bid,59,4
1950.024,ask,695,4
1950.024,bid,29,4
1951.171,ask,428,3
1951.171,bid,54,11
1952.163,ask,367,1
1952.163,bid,3,3
1953.0,ask,363,3
1953.0,bid,131,3
1954.023,ask,483,3
1954.023,bid,90,11
1955.046,ask,639,3
1955.046,bid,262,1
1956.069,ask,629,2
1956.069,bid,168,1
1957.061,ask,629,2
1957.061,bid,26,1
1958.022,ask,374,2
1958.022,bid,26,1
1959.448,ask,368,2
1959.448,bid,26,1
1960.006,ask,517,4
1960.006,bid,26,1
1961.029,ask,663,3
1961.029,bid,212,1
1962.021,ask,688,2
1962.021,bid,212,1
1963.044,ask,367,3
1963.044,bid,2,3
1964.346,ask,732,4
1964.346,bid,64,3
1965.028,ask,370,5
1965.028,bid,64,3
1966.051,ask,369,5
1966.051,bid,64,3
1967.012,ask,451,2
1967.012,bid,48,3
1968.035,ask,367,2
1968.035,bid,64,3
1969.027,ask,372,5
1969.027,bid,353,9
1970.019,ask,667,4
1970.019,bid,75,1
1971.073,ask,742,4
1971.073,bid,95,3
1972.003,ask,742,4
1972.003,bid,40,1
1973.057,ask,522,3
1973.057,bid,214,1
1974.018,ask,374,3
1974.018,bid,55,1
1975.01,ask,421,4
1975.01,bid,65,3
1976.064,ask,370,3
1976.064,bid,90,3
1977.025,ask,743,3
1977.025,bid,4,3
1978.079,ask,364,3
1978.079,bid,4,3
1979.04,ask,364,3
1979.04,bid,57,1
1980.032,ask,375,5
1980.032,bid,81,1
1981.241,ask,375,5
1981.241,bid,43,1
1982.109,ask,684,5
1982.109,bid,259,1
1983.008,ask,375,1
1983.008,bid,295,1
1984.155,ask,750,3
1984.155,bid,295,1
1985.116,ask,750,3
1985.116,bid,178,1
1986.046,ask,414,5
1986.046,bid,346,1
1987.007,ask,376,5
1987.007,bid,51,4
1988.123,ask,373,3
1988.123,bid,198,1
1989.053,ask,371,1
1989.053,bid,204,4
1990.014,ask,527,2
1990.014,bid,8,1
1991.006,ask,565,2
1991.006,bid,203,4
1992.029,ask,363,1
1992.029,bid,21,1
1993.021,ask,365,2
1993.021,bid,136,4
1994.044,ask,573,2
1994.044,bid,127,2
1995.036,ask,364,2
1995.036,bid,32,4
1996.028,ask,374,3
1996.028,bid,32,4
1997.113,ask,604,2
1997.113,bid,81,1
1998.012,ask,375,3
1998.012,bid,47,4
1999.066,ask,375,3
1999.066,bid,18,1
2000.058,ask,378,8
2000.058,bid,37,4
2001.019,ask,371,3
2001.019,bid,42,4
2002.011,ask,377,3
2002.011,bid,222,2
2003.127,ask,754,2
2003.127,bid,163,1
2004.026,ask,369,3
2004.026,bid,360,5
2005.08,ask,366,2
2005.08,bid,158,4
2006.01,ask,666,2
2006.01,bid,18,1
2007.002,ask,798,1
2007.002,bid,27,1
2008.025,ask,746,1
2008.025,bid,217,5
2009.079,ask,626,2
2009.079,bid,225,11
2010.04,ask,628,1
2010.04,bid,38,5
2011.125,ask,361,2
2011.125,bid,25,1
2012.055,ask,521,1
2012.055,bid,25,1
2013.171,ask,453,2
2013.171,bid,29,4
2014.008,ask,627,2
2014.008,bid,29,4
2015.0,ask,553,2
2015.0,bid,226,5
2016.023,ask,766,1
2016.023,bid,28,11
2017.015,ask,625,1
2017.015,bid,208,2
2018.007,ask,766,2
2018.007,bid,202,2
2019.123,ask,627,2
2019.123,bid,39,2
2020.022,ask,627,2
2020.022,bid,84,11
2021.045,ask,367,5
2021.045,bid,84,11
2022.068,ask,515,2
2022.068,bid,8,11
2023.029,ask,636,2
2023.029,bid,304,11
2024.021,ask,793,2
2024.021,bid,28,4
2025.168,ask,563,1
2025.168,bid,345,9
2026.067,ask,378,3
2026.067,bid,5,2
2027.059,ask,793,3
2027.059,bid,114,4
2028.02,ask,367,3
2028.02,bid,84,2
2029.012,ask,366,3
2029.012,bid,13,2
2030.035,ask,373,2
2030.035,bid,13,2
2031.058,ask,365,3
2031.058,bid,339,2
2032.081,ask,381,5
2032.081,bid,86,7
2033.135,ask,453,2
2033.135,bid,33,7
2034.034,ask,697,3
2034.034,bid,30,4
2035.057,ask,786,3
2035.057,bid,185,4
2036.018,ask,364,2
2036.018,bid,28,7
2037.01,ask,532,2
2037.01,bid,4,6
2038.033,ask,358,2
2038.033,bid,215,2
2039.025,ask,366,3
2039.025,bid,12,7
2040.141,ask,788,3
2040.141,bid,12,7
2041.133,ask,788,3
2041.133,bid,126,7
2042.125,ask,698,2
2042.125,bid,112,2
2043.086,ask,593,3
2043.086,bid,15,7
2044.047,ask,369,1
2044.047,bid,199,7
2045.225,ask,741,3
2045.225,bid,80,4
2046.155,ask,532,3
2046.155,bid,194,3
2047.302,ask,532,3
2047.302,bid,29,4
2048.046,ask,377,2
2048.046,bid,172,4
2049.069,ask,377,7
2049.069,bid,137,3
2050.061,ask,435,2
2050.061,bid,20,7
2051.084,ask,363,2
2051.084,bid,206,4
2052.014,ask,734,4
2052.014,bid,147,4
2053.068,ask,734,4
2053.068,bid,12,3
2054.277,ask,370,1
2054.277,bid,38,2
2055.083,ask,369,2
2055.083,bid,5,2
2056.013,ask,538,2
2056.013,bid,5,2
2057.005,ask,361,1
2057.005,bid,28,2
2058.028,ask,563,4
2058.028,bid,48,7
2059.082,ask,563,4
2059.082,bid,9,2
2060.012,ask,396,2
2060.012,bid,144,3
2061.159,ask,452,2
2061.159,bid,66,7
2062.151,ask,452,2
2062.151,bid,53,3
2063.019,ask,784,2
2063.019,bid,53,3
2064.011,ask,697,4
2064.011,bid,134,7
2065.003,ask,372,1
2065.003,bid,145,2
2066.212,ask,374,4
2066.212,bid,331,3
2067.018,ask,731,2
2067.018,bid,331,3
2068.072,ask,800,2
2068.072,bid,319,2
2069.002,ask,374,8
2069.002,bid,27,3
2070.025,ask,742,3
2070.025,bid,27,8
2071.017,ask,377,4
2071.017,bid,346,1
2072.133,ask,567,2
2072.133,bid,27,5
2073.032,ask,378,3
2073.032,bid,73,5
2074.086,ask,369,5
2074.086,bid,132,5
2075.016,ask,680,5
2075.016,bid,45,5
2076.039,ask,365,1
2076.039,bid,21,3
2077.031,ask,375,3
2077.031,bid,158,1
2078.054,ask,648,5
2078.054,bid,21,3
2079.077,ask,776,5
2079.077,bid,21,3
2080.038,ask,756,4
2080.038,bid,45,8
2081.03,ask,632,5
2081.03,bid,210,1
2082.084,ask,632,5
2082.084,bid,84,1
2083.169,ask,372,3
2083.169,bid,23,5
2084.037,ask,697,3
2084.037,bid,23,5
2085.091,ask,372,4
2085.091,bid,238,8
2086.052,ask,358,1
2086.052,bid,346,5
2087.013,ask,713,3
2087.013,bid,341,1
2088.005,ask,699,4
2088.005,bid,251,3
2089.121,ask,736,3
2089.121,bid,283,1
2090.082,ask,703,5
2090.082,bid,64,1
2091.012,ask,703,5
2091.012,bid,242,2
2092.004,ask,374,3
2092.004,bid,80,2
2093.058,ask,699,4
2093.058,bid,347,5
2094.05,ask,699,4
2094.05,bid,81,1
2095.073,ask,352,3
2095.073,bid,344,1
2096.127,ask,494,5
2096.127,bid,78,2
2097.026,ask,706,1
2097.026,bid,199,3
2098.049,ask,747,4
2098.049,bid,347,3
2099.103,ask,739,1
2099.103,bid,167,3
2100.095,ask,364,3
2100.095,bid,252,1
2101.087,ask,604,4
2101.087,bid,177,3
2102.141,ask,363,5
2102.141,bid,334,1
2103.04,ask,642,1
2103.04,bid,320,2
2104.063,ask,676,3
2104.063,bid,41,2
2105.024,ask,362,4
2105.024,bid,351,8
2106.078,ask,517,4
2106.078,bid,267,2
2107.101,ask,363,5
2107.101,bid,243,1
2108.093,ask,713,4
2108.093,bid,70,3
2109.147,ask,797,1
2109.147,bid,37,9
2110.232,ask,774,4
2110.232,bid,337,7
2111.069,ask,774,4
2111.069,bid,57,4
2112.092,ask,363,3
2112.092,bid,66,3
2113.022,ask,750,3
2113.022,bid,12,3
2114.076,ask,370,5
2114.076,bid,152,9
2115.037,ask,749,1
2115.037,bid,362,3
2116.029,ask,377,3
2116.029,bid,8,4
2117.021,ask,365,5
2117.021,bid,30,1
2118.013,ask,366,5
2118.013,bid,91,4
2119.067,ask,373,3
2119.067,bid,160,6
2120.09,ask,373,3
2120.09,bid,40,4
2121.02,ask,498,1
2121.02,bid,30,1
2122.012,ask,461,3
2122.012,bid,193,4
2123.004,ask,369,4
2123.004,bid,13,6
2124.275,ask,668,2
2124.275,bid,13,6
2125.05,ask,375,3
2125.05,bid,263,4
2126.042,ask,757,2
2126.042,bid,178,4
2127.096,ask,424,3
2127.096,bid,316,4
2128.057,ask,366,4
2128.057,bid,88,4
2129.018,ask,714,2
2129.018,bid,88,4
2130.01,ask,632,2
2130.01,bid,40,4
2131.095,ask,374,3
2131.095,bid,40,4
2132.025,ask,565,3
2132.025,bid,82,15
2133.017,ask,376,3
2133.017,bid,8,1
2134.102,ask,658,2
2134.102,bid,56,2
2135.125,ask,798,3
2135.125,bid,147,4
2136.055,ask,571,1
2136.055,bid,9,15
2137.078,ask,658,2
2137.078,bid,56,2
2138.256,ask,658,2
2138.256,bid,173,15
2139.0,ask,670,1
2139.0,bid,121,2
2140.023,ask,595,1
2140.023,bid,9,15
2141.046,ask,372,3
2141.046,bid,9,15
2142.131,ask,364,3
2142.131,bid,9,15
2143.03,ask,374,3
2143.03,bid,9,15
2144.053,ask,374,3
2144.053,bid,63,2
2145.014,ask,374,3
2145.014,bid,349,1
2146.037,ask,374,3
2146.037,bid,147,8
2147.277,ask,470,4
2147.277,bid,27,1
2148.145,ask,377,2
2148.145,bid,21,2
2149.013,ask,610,5
2149.013,bid,21,2
2150.129,ask,635,5
2150.129,bid,53,8
2151.183,ask,795,5
2151.183,bid,7,8
2152.113,ask,776,5
2152.113,bid,25,2
2153.012,ask,721,5
2153.012,bid,34,15
2154.097,ask,710,5
2154.097,bid,5,15
2155.12,ask,766,1
2155.12,bid,108,8
2156.267,ask,575,1
2156.267,bid,177,2
2157.042,ask,379,2
2157.042,bid,24,2
2158.282,ask,379,2
2158.282,bid,364,3
2159.057,ask,379,2
2159.057,bid,179,2
2160.018,ask,713,5
2160.018,bid,42,6
2161.01,ask,713,5
2161.01,bid,76,6
2162.064,ask,371,4
2162.064,bid,357,2
2163.056,ask,726,2
2163.056,bid,242,3
2164.017,ask,369,1
2164.017,bid,24,8
2165.04,ask,368,1
2165.04,bid,352,2
2166.001,ask,626,2
2166.001,bid,148,15
2167.117,ask,760,4
2167.117,bid,112,10
2168.016,ask,568,2
2168.016,bid,102,3
2169.07,ask,367,2
2169.07,bid,359,4
2170.031,ask,749,2
2170.031,bid,131,10
2171.085,ask,783,4
2171.085,bid,42,2
2172.077,ask,461,2
2172.077,bid,300,10
2173.007,ask,359,3
2173.007,bid,13,5
2174.03,ask,590,4
2174.03,bid,13,5
2175.022,ask,590,4
2175.022,bid,91,10
2176.231,ask,587,2
2176.231,bid,15,5
2177.006,ask,587,2
2177.006,bid,350,3
2178.153,ask,587,2
2178.153,bid,91,10
2179.269,ask,793,4
2179.269,bid,345,4
2180.106,ask,606,4
2180.106,bid,87,2
2181.005,ask,362,2
2181.005,bid,159,2
2182.059,ask,720,5
2182.059,bid,9,10
2183.02,ask,718,5
2183.02,bid,98,2
2184.043,ask,637,5
2184.043,bid,38,5
2185.004,ask,637,5
2185.004,bid,215,5
2186.058,ask,637,5
2186.058,bid,334,1
2187.05,ask,748,5
2187.05,bid,129,2
2188.011,ask,748,5
2188.011,bid,228,4
2189.003,ask,371,7
2189.003,bid,244,2
2190.181,ask,605,5
2190.181,bid,238,4
2191.049,ask,695,4
2191.049,bid,30,2
2192.01,ask,368,2
2192.01,bid,234,4
2193.219,ask,747,4
2193.219,bid,313,4
2194.025,ask,724,4
2194.025,bid,342,4
2195.048,ask,775,5
2195.048,bid,121,3
2196.009,ask,368,2
2196.009,bid,157,4
2197.063,ask,727,5
2197.063,bid,94,3
2198.024,ask,739,5
2198.024,bid,274,3
2199.016,ask,799,5
2199.016,bid,164,3
2200.194,ask,367,1
2200.194,bid,47,4
2201.031,ask,686,5
2201.031,bid,164,3
2202.178,ask,513,4
2202.178,bid,103,1
2203.077,ask,503,3
2203.077,bid,103,1
2204.007,ask,485,5
2204.007,bid,328,1
2205.03,ask,629,3
2205.03,bid,91,3
2206.022,ask,362,1
2206.022,bid,183,3
2207.138,ask,738,3
2207.138,bid,183,3
2208.006,ask,447,4
2208.006,bid,352,17
2209.06,ask,738,3
2209.06,bid,359,1
2210.021,ask,799,5
2210.021,bid,335,7
2211.106,ask,376,1
2211.106,bid,334,7
2212.005,ask,772,1
2212.005,bid,357,4
2213.121,ask,381,1
2213.121,bid,152,5
2214.082,ask,713,1
2214.082,bid,303,5
2215.074,ask,552,5
2215.074,bid,76,3
2216.252,ask,365,5
2216.252,bid,76,3
2217.151,ask,719,3
2217.151,bid,76,3
2218.081,ask,696,3
2218.081,bid,140,3
2219.073,ask,372,4
2219.073,bid,32,3
2220.065,ask,696,3
2220.065,bid,32,3
2221.026,ask,369,1
2221.026,bid,67,3
2222.08,ask,446,1
2222.08,bid,165,3
2223.01,ask,367,1
2223.01,bid,165,3
2224.064,ask,709,1
2224.064,bid,193,5
2225.056,ask,709,1
2225.056,bid,51,5
2226.017,ask,696,1
2226.017,bid,82,5
2227.071,ask,472,1
2227.071,bid,11,1
2228.094,ask,500,3
2228.094,bid,44,5
2229.024,ask,359,1
2229.024,bid,44,5
2230.047,ask,698,1
2230.047,bid,113,2
2231.008,ask,399,3
2231.008,bid,64,11
2232.093,ask,524,2
2232.093,bid,80,2
2233.023,ask,488,2
2233.023,bid,121,2
2234.046,ask,488,2
2234.046,bid,20,5
2235.007,ask,742,2
2235.007,bid,208,2
2236.03,ask,448,2
2236.03,bid,77,11
2237.022,ask,728,2
2237.022,bid,106,5
2238.169,ask,665,2
2238.169,bid,143,11
2239.037,ask,369,5
2239.037,bid,248,17
2240.091,ask,528,2
2240.091,bid,143,11
2241.083,ask,369,5
2241.083,bid,37,2
2242.013,ask,371,4
2242.013,bid,58,2
2243.036,ask,779,2
2243.036,bid,54,10
2244.059,ask,362,3
2244.059,bid,54,10
2245.082,ask,364,2
2245.082,bid,103,10
2246.229,ask,565,2
2246.229,bid,103,10
2247.035,ask,677,1
2247.035,bid,356,4
2248.058,ask,366,4
2248.058,bid,131,2
2249.019,ask,665,2
2249.019,bid,16,17
2250.104,ask,652,2
2250.104,bid,138,2
2251.096,ask,799,2
2251.096,bid,304,13
2252.026,ask,365,5
2252.026,bid,286,2
2253.018,ask,799,2
2253.018,bid,6,17
2254.01,ask,799,2
2254.01,bid,87,12
2255.064,ask,364,4
2255.064,bid,78,2
2256.118,ask,367,2
2256.118,bid,178,2
2257.017,ask,364,4
2257.017,bid,41,2
2258.04,ask,633,1
2258.04,bid,18,2
2259.001,ask,633,1
2259.001,bid,41,2
2260.241,ask,666,1
2260.241,bid,10,4
2261.016,ask,758,1
2261.016,bid,10,4
2262.008,ask,740,1
2262.008,bid,36,2
2263.062,ask,762,1
2263.062,bid,10,4
2264.054,ask,762,1
2264.054,bid,232,2
2265.015,ask,367,2
2265.015,bid,62,12
2266.007,ask,367,2
2266.007,bid,17,2
2267.092,ask,650,1
2267.092,bid,12,2
2268.022,ask,717,1
2268.022,bid,12,2
2269.014,ask,365,3
2269.014,bid,99,2
2270.006,ask,686,4
2270.006,bid,218,2
2271.06,ask,722,4
2271.06,bid,117,12
2272.052,ask,644,4
2272.052,bid,145,12
2273.013,ask,371,3
2273.013,bid,5,2
2274.098,ask,516,1
2274.098,bid,5,2
2275.028,ask,468,4
2275.028,bid,5,2
2276.113,ask,768,4
2276.113,bid,5,2
2277.012,ask,604,4
2277.012,bid,155,12
2278.004,ask,710,4
2278.004,bid,198,4
2279.43,ask,713,4
2279.43,bid,40,1
2280.174,ask,387,4
2280.174,bid,40,1
2281.135,ask,542,4
2281.135,bid,73,4
2282.034,ask,752,4
2282.034,bid,132,1
2283.212,ask,685,4
2283.212,bid,342,4
2284.08,ask,685,4
2284.08,bid,95,1
2285.041,ask,718,4
2285.041,bid,83,1
2286.033,ask,603,4
2286.033,bid,26,1
2287.087,ask,616,3
2287.087,bid,141,1
2288.11,ask,699,3
2288.11,bid,158,3
2289.133,ask,618,4
2289.133,bid,103,3
2290.125,ask,439,3
2290.125,bid,103,3
2291.148,ask,724,3
2291.148,bid,103,3
2292.016,ask,724,3
2292.016,bid,8,1
2293.101,ask,550,4
2293.101,bid,2,4
2294.186,ask,624,4
2294.186,bid,2,4
2295.023,ask,750,4
2295.023,bid,2,4
2296.077,ask,384,1
2296.077,bid,2,4
2297.1,ask,381,4
2297.1,bid,344,1
2298.092,ask,379,3
2298.092,bid,69,3
2299.115,ask,375,1
2299.115,bid,69,3
2300.014,ask,372,1
2300.014,bid,54,1
2301.006,ask,660,4
2301.006,bid,54,1
2302.06,ask,637,4
2302.06,bid,98,4
2303.114,ask,637,4
2303.114,bid,50,1
2304.044,ask,367,4
2304.044,bid,226,1
2305.005,ask,668,4
2305.005,bid,230,1
2306.028,ask,380,3
2306.028,bid,26,1
2307.051,ask,771,4
2307.051,bid,26,1
2308.26,ask,376,1
2308.26,bid,26,1
2309.066,ask,613,4
2309.066,bid,241,1
2310.058,ask,799,4
2310.058,bid,264,4
2311.019,ask,374,1
2311.019,bid,250,2
2312.011,ask,376,1
2312.011,bid,305,4
2313.065,ask,370,3
2313.065,bid,63,2
2314.026,ask,567,4
2314.026,bid,65,2
2315.111,ask,394,2
2315.111,bid,136,2
2316.103,ask,671,4
2316.103,bid,100,1
2317.002,ask,568,4
2317.002,bid,246,2
2318.056,ask,366,3
2318.056,bid,191,2
2319.017,ask,651,2
2319.017,bid,194,2
2320.009,ask,537,4
2320.009,bid,42,1
2321.001,ask,701,2
2321.001,bid,225,1
2322.024,ask,372,2
2322.024,bid,90,4
2323.016,ask,628,4
2323.016,bid,90,4
2324.008,ask,528,2
2324.008,bid,17,4
2325.0,ask,781,4
2325.0,bid,17,4
2326.054,ask,367,3
2326.054,bid,174,1
2327.108,ask,547,2
2327.108,bid,169,8
2328.038,ask,365,3
2328.038,bid,29,3
2329.216,ask,495,2
