Type,adjusted_time_minutes,ASK Price Predicted
ask,2439,101.32122
ask,2440,101.735085
ask,2441,101.974594
ask,2442,101.78933
ask,2443,101.68535
ask,2444,101.91127
ask,2445,102.098885
ask,2446,101.88687
ask,2447,101.75887
ask,2448,102.01107
ask,2449,101.83523
ask,2450,101.391624
ask,2451,101.77089
ask,2452,102.004585
ask,2453,101.81622
ask,2454,102.037285
ask,2455,102.18569
ask,2456,101.94976
ask,2457,102.13525
ask,2458,101.924484
ask,2459,102.11673
ask,2460,102.239235
ask,2461,102.29607
ask,2462,102.35741
ask,2463,102.40188
ask,2464,102.43307
ask,2465,102.45469
ask,2466,102.139015
ask,2467,102.26869
ask,2468,102.01658
ask,2469,102.17923
ask,2470,101.95058
ask,2471,102.132095
ask,2472,102.24837
ask,2473,102.32085
ask,2474,102.042274
ask,2475,102.20046
ask,2476,102.30005
ask,2477,102.35826
ask,2478,102.06846
ask,2479,101.50004
ask,2480,101.52263
ask,2481,101.52138
ask,2482,101.50383
ask,2483,101.821335
ask,2484,102.02695
ask,2485,101.881454
ask,2486,102.08391
ask,2487,101.98534
ask,2488,101.65
ask,2489,101.94218
ask,2490,102.122025
ask,2491,101.90069
ask,2492,102.09801
ask,2493,102.14553
ask,2494,101.77788
ask,2495,101.36556
ask,2496,101.26836
ask,2497,101.680534
ask,2498,101.92967
ask,2499,102.09095
ask,2500,102.21032
ask,2501,102.29969
ask,2502,102.3638
ask,2503,102.40826
ask,2504,102.14112
ask,2505,102.26937
ask,2506,102.34777
ask,2507,102.391945
ask,2508,102.422676
ask,2509,102.3697
ask,2510,102.08395
ask,2511,102.23193
ask,2512,101.99002
ask,2513,101.17201
ask,2514,101.30481
ask,2515,101.3739
ask,2516,101.39769
ask,2517,101.08515
ask,2518,101.22008
ask,2519,101.07558
ask,2520,100.50093
ask,2521,100.83937
ask,2522,100.76043
ask,2523,100.98556
ask,2524,101.13578
ask,2525,101.017815
ask,2526,101.17017
ask,2527,100.94277
ask,2528,100.468155
ask,2529,100.81941
ask,2530,101.03303
ask,2531,101.160675
ask,2532,100.67551
ask,2533,100.95231
ask,2534,101.12858
ask,2535,100.638115
ask,2536,100.79143
ask,2537,100.69289
ask,2538,100.61984
ask,2539,100.50682
ask,2540,100.82672
ask,2541,101.029
ask,2542,101.16019
ask,2543,101.25542
ask,2544,101.32586
ask,2545,101.37623
ask,2546,101.41113
ask,2547,101.43494
ask,2548,101.404
ask,2549,101.43177
ask,2550,101.21405
ask,2551,101.30878
ask,2552,101.36666
ask,2553,101.39925
ask,2554,101.37014
ask,2555,101.40653
ask,2556,101.430916
ask,2557,101.44623
ask,2558,101.37446
ask,2559,101.41176
ask,2560,101.4351
ask,2561,101.44858
ask,2562,101.45801
ask,2563,101.46516
ask,2564,101.47042
ask,2565,101.47412
ask,2566,101.47666
ask,2567,101.4784
ask,2568,101.47958
ask,2569,101.4804
ask,2570,101.48095
ask,2571,101.48133
ask,2572,101.48158
ask,2573,101.481766
ask,2574,101.481895
ask,2575,101.48199
ask,2576,101.48205
ask,2577,101.4821
ask,2578,101.3048
ask,2579,101.32461
ask,2580,101.37886
ask,2581,101.409225
ask,2582,101.42908
ask,2583,101.44432
ask,2584,101.455956
ask,2585,101.464355
ask,2586,101.470184
ask,2587,101.47421
ask,2588,101.476974
ask,2589,101.36903
ask,2590,101.40978
ask,2591,101.43443
ask,2592,101.44789
ask,2593,101.45734
ask,2594,101.464745
ask,2595,101.47029
ask,2596,101.20678
ask,2597,101.30556
ask,2598,101.36535
ask,2599,101.12873
ask,2600,101.248375
ask,2601,101.32477
ask,2602,101.70022
ask,2603,101.94359
ask,2604,101.77743
ask,2605,101.68499
ask,2606,101.378204
ask,2607,101.42905
ask,2608,101.45198
ask,2609,101.45786
ask,2610,101.79233
ask,2611,102.00864
ask,2612,102.152885
ask,2613,102.25726
ask,2614,102.3333
ask,2615,102.38706
ask,2616,102.424095
ask,2617,102.44929
ask,2618,102.46631
ask,2619,102.47772
ask,2620,102.4853
ask,2621,102.49025
ask,2622,102.49344
ask,2623,102.49544
ask,2624,102.49668
ask,2625,102.16685
ask,2626,102.28687
ask,2627,102.358696
ask,2628,102.397484
ask,2629,102.424835
ask,2630,102.44644
ask,2631,102.389145
ask,2632,102.42734
ask,2633,102.45127
ask,2634,102.46538
ask,2635,102.47526
ask,2636,102.48268
ask,2637,102.4881
ask,2638,102.4919
ask,2639,102.4945
ask,2640,102.49628
ask,2641,102.39013
ask,2642,102.42981
ask,2643,102.4536
ask,2644,102.44286
ask,2645,102.46052
ask,2646,102.4728
ask,2647,102.480934
ask,2648,102.48669
ask,2649,102.16029
ask,2650,101.95216
ask,2651,101.81467
ask,2652,101.71516
ask,2653,101.64243
ask,2654,101.921394
ask,2655,101.76687
ask,2656,102.00161
ask,2657,101.82753
ask,2658,102.04822
ask,2659,102.19199
ask,2660,102.28342
ask,2661,102.34829
ask,2662,102.39589
ask,2663,102.429886
ask,2664,102.45341
ask,2665,102.4694
ask,2666,102.48017
ask,2667,102.23931
ask,2668,102.33379
ask,2669,102.390564
ask,2670,102.42148
ask,2671,102.44311
ask,2672,102.27615
ask,2673,102.35518
ask,2674,102.16326
ask,2675,102.27774
ask,2676,102.34906
ask,2677,102.39192
ask,2678,102.422646
ask,2679,102.44597
ask,2680,102.46302
ask,2681,102.474945
ask,2682,102.48315
ask,2683,102.46421
ask,2684,102.43794
ask,2685,102.459946
ask,2686,102.33201
ask,2687,102.39073
ask,2688,101.76704
ask,2689,102.026115
ask,2690,102.18367
ask,2691,102.272156
ask,2692,102.33493
ask,2693,102.09636
ask,2694,102.236664
ask,2695,102.32461
ask,2696,102.37594
ask,2697,102.411766
ask,2698,102.43878
ask,2699,102.458496
ask,2700,102.47227
ask,2701,102.48167
ask,2702,102.48802
ask,2703,102.49228
ask,2704,102.49512
ask,2705,102.49699
ask,2706,102.49818
ask,2707,102.498924
ask,2708,102.499374
ask,2709,100.77894
ask,2710,101.399666
ask,2711,101.77255
ask,2712,101.974174
ask,2713,102.11621
ask,2714,102.228424
ask,2715,102.31296
ask,2716,102.25163
ask,2717,102.00636
ask,2718,102.18041
ask,2719,102.285576
ask,2720,102.34747
ask,2721,102.39156
ask,2722,102.42498
ask,2723,102.44929
ask,2724,102.46618
ask,2725,102.47762
ask,2726,102.48532
ask,2727,102.49046
ask,2728,102.49387
ask,2729,102.49609
ask,2730,102.49752
ask,2731,102.49841
ask,2732,102.49895
ask,2733,102.49926
ask,2734,102.49944
ask,2735,102.499535
ask,2736,102.49959
ask,2737,102.49962
ask,2738,102.49963
ask,2739,102.49965
ask,2740,102.49967
ask,2741,102.499695
ask,2742,102.499725
ask,2743,102.499756
ask,2744,102.499794
ask,2745,102.49984
ask,2746,102.49987
ask,2747,102.499916
ask,2748,102.499954
ask,2749,102.5
ask,2750,102.50002
ask,2751,102.50006
ask,2752,102.500084
ask,2753,102.500114
ask,2754,102.50014
ask,2755,102.50016
ask,2756,102.500175
ask,2757,102.50019
ask,2758,102.50021
ask,2759,102.50022
ask,2760,102.50023
ask,2761,102.500244
ask,2762,102.50025
ask,2763,102.50026
ask,2764,102.50026
ask,2765,102.500275
ask,2766,102.500275
ask,2767,102.50028
ask,2768,102.50028
ask,2769,102.500305
ask,2770,102.500305
ask,2771,102.500305
ask,2772,102.44512
ask,2773,102.33779
ask,2774,102.395805
ask,2775,102.429825
ask,2776,102.44924
ask,2777,102.46333
ask,2778,102.116295
ask,2779,102.08844
ask,2780,102.05105
ask,2781,102.5298
ask,2782,102.83212
ask,2783,103.03182
ask,2784,103.17725
ask,2785,103.28397
ask,2786,102.74423
ask,2787,102.68796
ask,2788,102.64523
ask,2789,102.60143
ask,2790,102.89929
ask,2791,102.75606
ask,2792,103.001274
ask,2793,103.164
ask,2794,103.269455
ask,2795,103.34412
ask,2796,103.39833
ask,2797,103.436775
ask,2798,103.463295
ask,2799,103.48133
ask,2800,103.16141
ask,2801,103.290535
ask,2802,103.13863
ask,2803,103.26426
ask,2804,103.3434
ask,2805,103.39308
ask,2806,103.429
ask,2807,103.45587
ask,2808,103.43368
ask,2809,103.462326
ask,2810,103.480576
ask,2811,103.49173
ask,2812,103.49946
ask,2813,103.50508
ask,2814,103.50907
ask,2815,103.511826
ask,2816,103.51368
ask,2817,103.51494
ask,2818,103.51577
ask,2819,103.51633
ask,2820,103.5167
ask,2821,103.51696
ask,2822,103.18503
ask,2823,103.30615
ask,2824,103.37808
ask,2825,103.41681
ask,2826,103.444145
ask,2827,103.21658
ask,2828,102.66058
ask,2829,102.63485
ask,2830,102.60391
ask,2831,102.5676
ask,2832,102.54119
ask,2833,102.85735
ask,2834,103.05962
ask,2835,103.19355
ask,2836,103.29079
ask,2837,103.0301
ask,2838,102.86937
ask,2839,102.93072
ask,2840,103.12556
ask,2841,102.953186
ask,2842,102.80589
ask,2843,102.71604
ask,2844,102.65356
ask,2845,102.60711
ask,2846,102.57336
ask,2847,102.88171
ask,2848,103.07704
ask,2849,102.87384
ask,2850,102.755905
ask,2851,102.6849
ask,2852,102.6327
ask,2853,102.592735
ask,2854,102.89559
ask,2855,102.75495
ask,2856,102.66922
ask,2857,102.952995
ask,2858,102.964584
ask,2859,103.00856
ask,2860,103.1735
ask,2861,103.281105
ask,2862,103.35271
ask,2863,103.40367
ask,2864,103.44023
ask,2865,103.32035
ask,2866,103.39079
ask,2867,103.434
ask,2868,103.45877
ask,2869,103.47589
ask,2870,103.4887
ask,2871,103.49795
ask,2872,103.50431
ask,2873,103.508575
ask,2874,103.51143
ask,2875,103.51331
ask,2876,103.514565
ask,2877,103.515396
ask,2878,103.515945
ask,2879,103.51632
ask,2880,103.51657
ask,2881,103.51674
ask,2882,103.51688
ask,2883,103.516975
ask,2884,103.453705
ask,2885,103.2922
ask,2886,103.373276
ask,2887,103.42066
ask,2888,103.44743
ask,2889,103.46679
ask,2890,103.48192
ask,2891,103.493164
ask,2892,103.50109
ask,2893,103.506546
ask,2894,103.51029
ask,2895,103.51286
ask,2896,103.51462
ask,2897,103.51581
ask,2898,103.5166
ask,2899,103.51713
ask,2900,103.51746
ask,2901,103.517685
ask,2902,103.48279
ask,2903,103.495636
ask,2904,103.50326
ask,2905,103.507355
ask,2906,103.51025
ask,2907,103.51252
ask,2908,103.51422
ask,2909,103.438675
ask,2910,103.46749
ask,2911,103.484665
ask,2912,103.49399
ask,2913,103.50057
ask,2914,103.50572
ask,2915,103.50959
ask,2916,103.51233
ask,2917,103.20371
ask,2918,103.10757
ask,2919,103.252266
ask,2920,103.33457
ask,2921,103.385
ask,2922,103.422714
ask,2923,103.45169
ask,2924,103.38964
ask,2925,103.43463
ask,2926,103.46269
ask,2927,103.47926
ask,2928,103.490776
ask,2929,103.49935
ask,2930,103.600655
ask,2931,103.903625
ask,2932,104.09757
ask,2933,104.22794
ask,2934,104.32212
ask,2935,104.39012
ask,2936,104.43773
ask,2937,104.470276
ask,2938,104.49226
ask,2939,104.284454
ask,2940,104.375916
ask,2941,104.43044
ask,2942,104.460396
ask,2943,104.48126
ask,2944,104.425674
ask,2945,104.46373
ask,2946,104.48738
ask,2947,104.50123
ask,2948,104.51085
ask,2949,104.51803
ask,2950,104.52323
ask,2951,104.52687
ask,2952,104.529366
ask,2953,104.531075
ask,2954,104.532265
ask,2955,104.53309
ask,2956,104.20002
ask,2957,104.32283
ask,2958,104.39523
ask,2959,104.43413
ask,2960,104.461624
ask,2961,104.48332
ask,2962,104.49961
ask,2963,104.511116
ask,2964,104.519035
ask,2965,104.52447
ask,2966,104.52819
ask,2967,104.53074
ask,2968,104.53248
ask,2969,104.53364
ask,2970,104.5344
ask,2971,104.5349
ask,2972,104.53522
ask,2973,104.53542
ask,2974,104.53554
ask,2975,103.86964
ask,2976,103.96762
ask,2977,104.16516
ask,2978,104.27403
ask,2979,104.34557
ask,2980,104.400635
ask,2981,104.24211
ask,2982,104.345474
ask,2983,104.409454
ask,2984,104.44683
ask,2985,104.472916
ask,2986,104.49246
ask,2987,104.50663
ask,2988,104.51646
ask,2989,104.5231
ask,2990,104.298645
ask,2991,104.38562
ask,2992,104.43704
ask,2993,104.464836
ask,2994,104.484375
ask,2995,104.499664
ask,2996,104.51105
ask,2997,104.51903
ask,2998,104.52448
ask,2999,104.5282
ask,3000,104.40081
ask,3001,104.4502
ask,3002,104.412575
ask,3003,104.45292
ask,3004,104.47849
ask,3005,104.49496
ask,3006,104.50692
ask,3007,104.51581
ask,3008,104.52218
ask,3009,104.526596
ask,3010,104.529625
ask,3011,104.53168
ask,3012,104.456696
ask,3013,104.48568
ask,3014,104.502815
ask,3015,104.51207
ask,3016,104.51859
ask,3017,104.523705
ask,3018,104.527504
ask,3019,104.530174
ask,3020,104.532005
ask,3021,104.53326
ask,3022,104.5341
ask,3023,104.534676
ask,3024,104.535065
ask,3025,104.535324
ask,3026,104.53549
ask,3027,104.53561
ask,3028,104.53568
ask,3029,104.53572
ask,3030,104.53575
ask,3031,104.53577
ask,3032,104.46895
ask,3033,104.493484
ask,3034,104.112976
ask,3035,104.2656
ask,3036,104.35643
ask,3037,104.40655
ask,3038,104.44214
ask,3039,104.46998
ask,3040,104.49071
ask,3041,104.5053
ask,3042,104.51532
ask,3043,104.52216
ask,3044,104.52685
ask,3045,104.53002
ask,3046,104.53215
ask,3047,104.53356
ask,3048,104.40086
ask,3049,104.450485
ask,3050,104.14608
ask,3051,103.58181
ask,3052,103.5883
ask,3053,103.57605
ask,3054,103.4613
ask,3055,103.24001
ask,3056,103.337585
ask,3057,103.39544
ask,3058,103.42842
ask,3059,103.383385
ask,3060,103.427925
ask,3061,103.457466
ask,3062,103.47597
ask,3063,103.48897
ask,3064,103.498566
ask,3065,103.505486
ask,3066,103.51031
ask,3067,103.513596
ask,3068,103.5158
ask,3069,103.51725
ask,3070,103.51817
ask,3071,103.51874
ask,3072,103.51904
ask,3073,103.445274
ask,3074,103.47225
ask,3075,103.4882
ask,3076,103.496735
ask,3077,103.34755
ask,3078,103.4088
ask,3079,103.445854
ask,3080,103.466354
ask,3081,103.48077
ask,3082,103.49195
ask,3083,103.50027
ask,3084,103.5061
ask,3085,103.51011
ask,3086,103.51283
ask,3087,103.51469
ask,3088,103.51592
ask,3089,103.2952
ask,3090,103.37648
ask,3091,103.26913
ask,3092,103.217224
ask,3093,103.31822
ask,3094,103.04786
ask,3095,102.77923
ask,3096,102.76741
ask,3097,102.62286
ask,3098,102.5492
ask,3099,102.86725
ask,3100,102.734726
ask,3101,102.65362
ask,3102,102.60922
ask,3103,102.57876
ask,3104,102.28407
ask,3105,102.36513
ask,3106,102.4119
ask,3107,102.43548
ask,3108,102.30197
ask,3109,102.37037
ask,3110,102.413765
ask,3111,102.439125
ask,3112,102.45694
ask,3113,102.344376
ask,3114,102.23447
ask,3115,102.14043
ask,3116,102.26379
ask,3117,102.33748
ask,3118,102.3835
ask,3119,102.28762
ask,3120,102.312904
ask,3121,102.37666
ask,3122,102.41497
ask,3123,102.44
ask,3124,102.45833
ask,3125,102.471794
ask,3126,102.4813
ask,3127,102.48782
ask,3128,102.49221
ask,3129,102.49514
ask,3130,102.82897
ask,3131,103.04177
ask,3132,103.18223
ask,3133,103.28362
ask,3134,103.35745
ask,3135,103.40954
ask,3136,103.445305
ask,3137,103.46954
ask,3138,103.48585
ask,3139,103.496735
ask,3140,103.50392
ask,3141,103.33324
ask,3142,103.40012
ask,3143,103.43991
ask,3144,103.46144
ask,3145,103.33403
ask,3146,103.39771
ask,3147,103.437294
ask,3148,103.46005
ask,3149,103.47601
ask,3150,103.488174
ask,3151,102.999504
ask,3152,103.07132
ask,3153,103.176186
ask,3154,103.09734
ask,3155,103.230965
ask,3156,103.319496
ask,3157,103.377625
ask,3158,103.41936
ask,3159,103.4499
ask,3160,103.47167
ask,3161,103.48679
ask,3162,103.49715
ask,3163,103.50419
ask,3164,103.50896
ask,3165,103.512146
ask,3166,103.51426
ask,3167,103.515625
ask,3168,103.3405
ask,3169,103.405174
ask,3170,103.44356
ask,3171,103.46421
ask,3172,103.47877
ask,3173,103.39521
ask,3174,103.43844
ask,3175,103.465065
ask,3176,103.40903
ask,3177,103.44567
ask,3178,103.39866
ask,3179,103.43863
ask,3180,103.463936
ask,3181,103.47964
ask,3182,103.49087
ask,3183,103.49922
ask,3184,103.50525
ask,3185,103.50944
ask,3186,103.51228
ask,3187,103.32179
ask,3188,103.393234
ask,3189,103.28797
ask,3190,103.36477
ask,3191,103.41291
ask,3192,103.44285
ask,3193,103.46451
ask,3194,103.48082
ask,3195,103.49264
ask,3196,103.500885
ask,3197,103.50654
ask,3198,103.5104
ask,3199,103.475006
ask,3200,103.49063
ask,3201,103.500046
ask,3202,103.505226
ask,3203,103.50885
ask,3204,103.51163
ask,3205,103.51367
ask,3206,103.46757
ask,3207,103.38837
ask,3208,103.434814
ask,3209,103.29062
ask,3210,103.368546
ask,3211,103.41688
ask,3212,103.44558
ask,3213,103.17383
ask,3214,103.29595
ask,3215,103.19338
ask,3216,103.29999
ask,3217,103.367874
ask,3218,103.41126
ask,3219,103.44266
ask,3220,103.46598
ask,3221,103.48272
ask,3222,103.49434
ask,3223,103.50228
ask,3224,103.50768
ask,3225,103.51133
ask,3226,103.513756
ask,3227,103.51536
ask,3228,103.51639
ask,3229,103.517044
ask,3230,103.51744
ask,3231,103.51766
ask,3232,103.51779
ask,3233,103.51785
ask,3234,103.51787
ask,3235,103.517876
ask,3236,103.51787
ask,3237,103.51786
ask,3238,103.51786
ask,3239,103.51785
ask,3240,103.51786
ask,3241,103.51786
ask,3242,103.51787
ask,3243,103.51788
ask,3244,103.36184
ask,3245,103.41873
ask,3246,103.4525
ask,3247,103.47067
ask,3248,103.48352
ask,3249,103.49365
ask,3250,103.41997
ask,3251,103.455
ask,3252,103.476295
ask,3253,103.48829
ask,3254,103.496704
ask,3255,103.503174
ask,3256,103.507935
ask,3257,103.51127
ask,3258,103.51355
ask,3259,103.41655
ask,3260,103.453514
ask,3261,103.47552
ask,3262,103.211784
ask,3263,103.3206
ask,3264,103.38681
ask,3265,103.26455
ask,3266,103.34867
ask,3267,103.40339
ask,3268,103.28797
ask,3269,103.36595
ask,3270,103.41582
ask,3271,103.44591
ask,3272,103.46703
ask,3273,103.48279
ask,3274,103.49419
ask,3275,103.502106
ask,3276,103.50749
ask,3277,103.380745
ask,3278,103.43072
ask,3279,103.46055
ask,3280,103.47678
ask,3281,103.488174
ask,3282,103.16496
ask,3283,103.14085
ask,3284,103.27255
ask,3285,103.10445
ask,3286,103.239914
ask,3287,103.3279
ask,3288,103.38322
ask,3289,103.42268
ask,3290,103.451996
ask,3291,103.473114
ask,3292,103.48784
ask,3293,103.49791
ask,3294,103.44428
ask,3295,103.47097
ask,3296,103.487144
ask,3297,103.49624
ask,3298,103.378654
ask,3299,103.428566
ask,3300,103.458824
ask,3301,103.314445
ask,3302,103.38496
ask,3303,103.24259
ask,3304,103.33596
ask,3305,103.39424
ask,3306,103.429634
ask,3307,103.45501
ask,3308,103.47416
ask,3309,103.48808
ask,3310,103.28418
ask,3311,103.36868
ask,3312,103.41944
ask,3313,103.44739
ask,3314,103.46702
ask,3315,103.48226
ask,3316,103.493576
ask,3317,103.50152
ask,3318,103.42899
ask,3319,103.4611
ask,3320,103.48045
ask,3321,103.49121
ask,3322,103.49873
ask,3323,103.50453
ask,3324,103.508804
ask,3325,103.51179
ask,3326,103.513824
ask,3327,103.5152
ask,3328,103.51613
ask,3329,103.420815
ask,3330,103.4562
ask,3331,103.47723
ask,3332,103.48856
ask,3333,103.49657
ask,3334,103.50286
ask,3335,103.507576
ask,3336,103.36315
ask,3337,103.419304
ask,3338,103.45284
ask,3339,103.47111
ask,3340,103.48398
ask,3341,103.49406
ask,3342,103.5016
ask,3343,103.50691
ask,3344,103.21745
ask,3345,103.326744
ask,3346,103.391846
ask,3347,103.42711
ask,3348,103.451965
ask,3349,103.4715
ask,3350,103.486115
ask,3351,103.49642
ask,3352,103.50351
ask,3353,103.50834
ask,3354,103.511635
ask,3355,103.51388
ask,3356,103.51537
ask,3357,103.51637
ask,3358,103.51702
ask,3359,103.40657
ask,3360,103.447235
ask,3361,103.47136
ask,3362,103.484344
ask,3363,103.49349
ask,3364,103.42812
ask,3365,103.459984
ask,3366,103.47949
ask,3367,103.49056
ask,3368,103.49833
ask,3369,103.50426
ask,3370,103.50863
ask,3371,103.5117
ask,3372,103.270134
ask,3373,103.36035
ask,3374,103.41402
ask,3375,103.33835
ask,3376,103.39694
ask,3377,103.43568
ask,3378,103.45992
ask,3379,103.47705
ask,3380,103.489685
ask,3381,103.49879
ask,3382,103.50513
ask,3383,103.50946
ask,3384,103.464874
ask,3385,103.48419
ask,3386,103.4958
ask,3387,103.234436
ask,3388,103.336464
ask,3389,103.39782
ask,3390,103.43152
ask,3391,103.455284
ask,3392,103.473854
ask,3393,103.48772
ask,3394,103.309135
ask,3395,103.38448
ask,3396,103.42981
ask,3397,103.45486
ask,3398,103.47245
ask,3399,103.4861
ask,3400,103.49623
ask,3401,103.50334
ask,3402,103.43502
ask,3403,103.32432
ask,3404,103.393654
ask,3405,103.43409
ask,3406,103.45747
ask,3407,103.474434
ask,3408,103.48756
ask,3409,103.49719
ask,3410,103.503944
ask,3411,103.50856
ask,3412,103.398766
ask,3413,103.44208
ask,3414,103.46795
ask,3415,103.20097
ask,3416,103.31328
ask,3417,103.38183
ask,3418,103.42031
ask,3419,103.30587
ask,3420,103.37847
ask,3421,103.42469
ask,3422,103.45215
ask,3423,103.47132
ask,3424,103.48566
ask,3425,103.49607
ask,3426,103.50332
ask,3427,103.50828
ask,3428,103.51162
ask,3429,103.51388
ask,3430,103.51537
ask,3431,103.417015
ask,3432,103.453865
ask,3433,103.47574
ask,3434,103.48754
ask,3435,103.49585
ask,3436,103.44401
ask,3437,103.47016
ask,3438,103.48621
ask,3439,103.3751
ask,3440,103.20975
ask,3441,103.319176
ask,3442,103.38341
ask,3443,103.420906
ask,3444,103.44816
ask,3445,103.46918
ask,3446,103.484634
ask,3447,103.49546
ask,3448,103.502884
ask,3449,103.50795
ask,3450,103.5114
ask,3451,103.51373
ask,3452,103.515305
ask,3453,103.51633
ask,3454,103.51699
ask,3455,103.51742
ask,3456,103.51766
ask,3457,103.517815
ask,3458,103.5179
ask,3459,103.51794
ask,3460,103.51794
ask,3461,103.51795
ask,3462,103.51795
ask,3463,103.51794
ask,3464,103.51793
ask,3465,103.51794
ask,3466,103.36681
ask,3467,103.421906
ask,3468,103.45459
ask,3469,103.47219
ask,3470,103.48461
ask,3471,103.32822
ask,3472,103.39616
ask,3473,103.437325
ask,3474,103.460266
ask,3475,103.47639
ask,3476,103.48885
ask,3477,103.449425
ask,3478,103.47368
ask,3479,103.48866
ask,3480,103.49736
ask,3481,103.38831
ask,3482,103.243675
ask,3483,103.3415
ask,3484,103.39853
ask,3485,103.43178
ask,3486,103.45599
ask,3487,103.474686
ask,3488,103.48842
ask,3489,103.498024
ask,3490,103.504616
ask,3491,103.50911
ask,3492,103.51217
ask,3493,103.51423
ask,3494,103.51561
ask,3495,103.516525
ask,3496,103.517105
ask,3497,103.51747
ask,3498,103.325935
ask,3499,103.229706
ask,3500,103.1728
ask,3501,103.28902
ask,3502,103.35854
ask,3503,103.40317
ask,3504,103.43636
ask,3505,103.46141
ask,3506,103.47944
ask,3507,103.49199
ask,3508,103.50058
ask,3509,103.50646
ask,3510,103.51047
ask,3511,103.51317
ask,3512,103.51497
ask,3513,103.51615
ask,3514,103.5169
ask,3515,103.51737
ask,3516,103.51765
ask,3517,103.51781
ask,3518,103.36677
ask,3519,103.42188
ask,3520,103.45458
ask,3521,103.47216
ask,3522,103.48457
ask,3523,103.49437
ask,3524,103.501724
ask,3525,103.50693
ask,3526,103.51051
ask,3527,103.51298
ask,3528,103.514656
ask,3529,103.172264
ask,3530,103.16885
ask,3531,103.29079
ask,3532,103.359116
ask,3533,103.40263
ask,3534,103.435684
ask,3535,103.46092
ask,3536,103.479126
ask,3537,103.49177
ask,3538,103.500435
ask,3539,103.50635
ask,3540,103.5006
ask,3541,103.5069
ask,3542,103.51083
ask,3543,103.51316
ask,3544,103.51473
ask,3545,103.515854
ask,3546,103.51661
ask,3547,103.517105
ask,3548,103.517426
ask,3549,103.517624
ask,3550,103.51774
ask,3551,103.517815
ask,3552,103.51785
ask,3553,103.517876
ask,3554,103.51788
ask,3555,103.5179
ask,3556,103.51791
ask,3557,103.517914
ask,3558,103.51792
ask,3559,103.51793
ask,3560,103.66749
ask,3561,103.94634
ask,3562,104.1034
ask,3563,104.23368
ask,3564,104.32696
ask,3565,104.3932
ask,3566,104.43947
ask,3567,104.471275
ask,3568,104.492874
ask,3569,104.1738
ask,3570,104.30584
ask,3571,104.384315
ask,3572,104.42711
ask,3573,104.457054
ask,3574,104.480255
ask,3575,104.30661
ask,3576,104.3886
ask,3577,104.438
ask,3578,104.46566
ask,3579,104.48506
ask,3580,104.499954
ask,3581,104.51095
ask,3582,104.51865
ask,3583,104.523926
ask,3584,104.527534
ask,3585,104.53001
ask,3586,104.531685
ask,3587,104.53284
ask,3588,104.533615
ask,3589,104.53415
ask,3590,104.53451
ask,3591,104.48463
ask,3592,103.731735
ask,3593,104.02544
ask,3594,104.19811
ask,3595,104.29178
ask,3596,104.31056
ask,3597,104.38045
ask,3598,104.42995
ask,3599,104.463135
ask,3600,104.41922
ask,3601,104.45983
ask,3602,104.48547
ask,3603,104.5009
ask,3604,104.51157
ask,3605,104.51938
ask,3606,104.52492
ask,3607,104.52869
ask,3608,104.531204
ask,3609,104.532845
ask,3610,104.53391
ask,3611,104.534584
ask,3612,104.20136
ask,3613,104.324036
ask,3614,104.396286
ask,3615,104.43504
ask,3616,104.46241
ask,3617,104.48401
ask,3618,104.50018
ask,3619,104.51161
ask,3620,104.4587
ask,3621,104.48637
ask,3622,104.38169
ask,3623,104.43582
ask,3624,104.468735
ask,3625,104.48786
ask,3626,104.501495
ask,3627,104.5119
ask,3628,104.519516
ask,3629,104.52483
ask,3630,104.528465
ask,3631,104.530914
ask,3632,104.34946
ask,3633,104.417786
ask,3634,104.29618
ask,3635,104.3773
ask,3636,104.4276
ask,3637,104.458405
ask,3638,104.39405
ask,3639,104.44264
ask,3640,104.47355
ask,3641,104.492096
ask,3642,104.50501
ask,3643,104.51459
ask,3644,104.52149
ask,3645,104.52627
ask,3646,104.529526
ask,3647,104.30914
ask,3648,104.39228
ask,3649,104.441345
ask,3650,104.467766
ask,3651,104.4864
ask,3652,104.50104
ask,3653,104.51196
ask,3654,104.51967
ask,3655,104.52494
ask,3656,104.52853
ask,3657,104.53098
ask,3658,104.532646
ask,3659,104.53376
ask,3660,104.5345
ask,3661,104.53499
ask,3662,104.5353
ask,3663,104.53549
ask,3664,104.53561
ask,3665,104.53567
ask,3666,104.377495
ask,3667,104.21297
ask,3668,104.328835
ask,3669,104.39528
ask,3670,104.43405
ask,3671,104.295555
ask,3672,104.37886
ask,3673,104.43115
ask,3674,104.46185
ask,3675,104.48331
ask,3676,104.49943
ask,3677,104.511154
ask,3678,104.519325
ask,3679,104.524895
ask,3680,104.52868
ask,3681,104.53122
ask,3682,104.532906
ask,3683,104.53403
ask,3684,104.53473
ask,3685,104.53517
ask,3686,104.535446
ask,3687,104.5356
ask,3688,104.53568
ask,3689,104.53572
ask,3690,104.41642
ask,3691,104.20057
ask,3692,104.048454
ask,3693,103.88483
ask,3694,104.10595
ask,3695,104.23876
ask,3696,104.32244
ask,3697,104.38415
ask,3698,104.430695
ask,3699,104.46428
ask,3700,104.487625
ask,3701,103.83773
ask,3702,104.092705
ask,3703,104.244064
ask,3704,104.32631
ask,3705,104.384186
ask,3706,104.42944
ask,3707,104.463135
ask,3708,104.4868
ask,3709,104.502975
