Type,adjusted_time_minutes,ASK Price Predicted
ask,102,117.6717
ask,103,117.703094
ask,104,117.72473
ask,105,117.73936
ask,106,117.74929
ask,107,117.756065
ask,108,117.760635
ask,109,117.7637
ask,110,117.76571
ask,111,117.766975
ask,112,117.767746
ask,113,117.76817
ask,114,117.76839
ask,115,117.76845
ask,116,117.76841
ask,117,117.76833
ask,118,117.768234
ask,119,117.76812
ask,120,117.76801
ask,121,117.76791
ask,122,117.767815
ask,123,117.76774
ask,124,117.76767
ask,125,117.76762
ask,126,117.76757
ask,127,117.48466
ask,128,117.59756
ask,129,117.65774
ask,130,117.68872
ask,131,117.35752
ask,132,117.16246
ask,133,117.39139
ask,134,117.51417
ask,135,117.194115
ask,136,117.4042
ask,137,117.174934
ask,138,117.034065
ask,139,116.94704
ask,140,116.88582
ask,141,116.841576
ask,142,116.81074
ask,143,116.78991
ask,144,116.776024
ask,145,116.7668
ask,146,116.76072
ask,147,116.75676
ask,148,116.75422
ask,149,116.75265
ask,150,116.751686
ask,151,116.751144
ask,152,116.75084
ask,153,116.75069
ask,154,116.75062
ask,155,116.750595
ask,156,116.75058
ask,157,116.75058
ask,158,116.750565
ask,159,116.75054
ask,160,116.18412
ask,161,116.05656
ask,162,116.670074
ask,163,116.66746
ask,164,116.67556
ask,165,116.699486
ask,166,116.71907
ask,167,116.730705
ask,168,116.737495
ask,169,116.74185
ask,170,116.74485
ask,171,116.746864
ask,172,116.748184
ask,173,116.74901
ask,174,116.7495
ask,175,116.74975
ask,176,116.39792
ask,177,116.53758
ask,178,116.61257
ask,179,116.65127
ask,180,116.678955
ask,181,116.70072
ask,182,116.71662
ask,183,116.025
ask,184,116.310844
ask,185,116.46559
ask,186,116.54634
ask,187,116.604034
ask,188,116.64914
ask,189,116.682014
ask,190,116.70456
ask,191,116.71972
ask,192,116.72994
ask,193,116.73685
ask,194,116.74149
ask,195,116.74458
ask,196,116.7466
ask,197,116.747894
ask,198,116.74869
ask,199,116.74916
ask,200,116.74942
ask,201,116.74954
ask,202,116.74958
ask,203,116.74957
ask,204,116.64111
ask,205,116.08804
ask,206,116.25928
